"Time","Dish washer (12 place setting)","Electric Cooker (hot plate+oven) ()","Fridge freezer (Kitchen, 190l/55l)","Halogen lamp 1 (0,5kW)","Microwave oven (Fonte, 1,35kW)","Site consumption ()","Total site light consumption ()","TV ()","Vertical freezer (Kitchen, 120l)","Washing machine ()"
"1998-07-30 02:20:00.0","0","0","22","0","0","41","0","0","10","0"
"1998-07-30 02:30:00.0","0","0","11","0","0","36","0","0","18","0"
"1998-07-30 02:40:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-30 02:50:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-30 03:00:00.0","0","0","0","0","0","12","0","0","2","0"
"1998-07-30 03:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-30 03:20:00.0","0","0","7","0","0","27","0","0","10","0"
"1998-07-30 03:30:00.0","0","0","23","0","0","48","0","0","18","0"
"1998-07-30 03:40:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-30 03:50:00.0","0","0","23","0","0","42","0","0","13","0"
"1998-07-30 04:00:00.0","0","0","17","0","0","26","0","0","0","0"
"1998-07-30 04:10:00.0","0","0","0","0","0","12","0","0","2","0"
"1998-07-30 04:20:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-07-30 04:30:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-30 04:40:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-30 04:50:00.0","0","0","0","0","0","16","0","0","6","0"
"1998-07-30 05:00:00.0","0","0","19","0","0","29","0","0","0","0"
"1998-07-30 05:10:00.0","0","0","23","0","0","37","0","0","6","0"
"1998-07-30 05:20:00.0","0","0","24","0","0","47","0","0","17","0"
"1998-07-30 05:30:00.0","0","0","22","0","24","71","2","0","18","0"
"1998-07-30 05:40:00.0","0","0","17","0","17","67","9","0","17","0"
"1998-07-30 05:50:00.0","0","0","0","0","0","16","5","0","0","0"
"1998-07-30 06:00:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-30 06:10:00.0","0","0","0","0","0","24","0","0","13","0"
"1998-07-30 06:20:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-30 06:30:00.0","0","0","21","0","0","46","0","0","17","0"
"1998-07-30 06:40:00.0","0","0","23","0","0","49","0","8","10","0"
"1998-07-30 06:50:00.0","0","0","23","0","0","41","0","10","0","0"
"1998-07-30 07:00:00.0","0","0","22","0","0","41","1","5","5","0"
"1998-07-30 07:10:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-30 07:20:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-30 07:30:00.0","0","0","0","0","0","23","0","0","14","0"
"1998-07-30 07:40:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-30 07:50:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-07-30 08:00:00.0","0","0","9","0","0","40","6","0","17","0"
"1998-07-30 08:10:00.0","0","0","23","0","25","73","0","0","18","0"
"1998-07-30 08:20:00.0","0","0","22","0","0","46","0","0","17","0"
"1998-07-30 08:30:00.0","0","0","23","0","0","34","0","0","4","0"
"1998-07-30 08:40:00.0","0","0","22","0","0","38","9","0","0","0"
"1998-07-30 08:50:00.0","0","0","5","0","0","31","8","0","9","0"
"1998-07-30 09:00:00.0","0","0","0","0","0","27","2","0","17","0"
"1998-07-30 09:10:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-30 09:20:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-30 09:30:00.0","0","0","0","0","0","13","0","0","3","0"
"1998-07-30 09:40:00.0","0","0","12","0","0","21","0","0","0","0"
"1998-07-30 09:50:00.0","0","0","23","0","0","42","0","0","11","0"
"1998-07-30 10:00:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-07-30 10:10:00.0","0","0","23","0","0","45","0","0","17","0"
"1998-07-30 10:20:00.0","0","0","15","0","0","35","0","0","13","0"
"1998-07-30 10:30:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-30 10:40:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-07-30 10:50:00.0","0","0","0","0","0","27","0","0","17","0"
"1998-07-30 11:00:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-07-30 11:10:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-30 11:20:00.0","0","0","21","0","0","37","0","0","8","0"
"1998-07-30 11:30:00.0","0","0","23","0","0","32","0","0","0","0"
"1998-07-30 11:40:00.0","0","0","23","0","0","35","0","0","5","0"
"1998-07-30 11:50:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-30 12:00:00.0","0","0","22","0","25","72","0","0","18","0"
"1998-07-30 12:10:00.0","0","0","18","0","0","52","0","9","17","0"
"1998-07-30 12:20:00.0","0","0","0","0","40","65","0","11","2","0"
"1998-07-30 12:30:00.0","0","0","0","0","35","57","1","9","0","0"
"1998-07-30 12:40:00.0","0","0","0","0","0","31","0","11","10","0"
"1998-07-30 12:50:00.0","0","0","0","0","0","37","0","10","18","0"
"1998-07-30 13:00:00.0","0","0","15","0","0","49","0","10","18","0"
"1998-07-30 13:10:00.0","0","0","23","0","0","66","10","10","17","0"
"1998-07-30 13:20:00.0","0","0","22","0","0","43","0","10","2","0"
"1998-07-30 13:30:00.0","0","0","23","0","0","39","0","8","0","0"
"1998-07-30 13:40:00.0","0","0","14","0","0","41","4","4","9","0"
"1998-07-30 13:50:00.0","0","0","0","0","0","43","8","10","18","0"
"1998-07-30 14:00:00.0","0","0","0","0","0","35","0","10","17","0"
"1998-07-30 14:10:00.0","0","0","0","0","0","34","0","9","17","0"
"1998-07-30 14:20:00.0","0","0","0","0","0","25","0","9","6","0"
"1998-07-30 14:30:00.0","0","0","15","0","0","34","0","9","0","0"
"1998-07-30 14:40:00.0","0","0","23","0","0","67","0","11","7","0"
"1998-07-30 14:50:00.0","0","0","23","0","0","119","7","8","17","0"
"1998-07-30 15:00:00.0","0","0","22","0","0","110","10","10","17","0"
"1998-07-30 15:10:00.0","0","0","6","0","0","120","9","10","17","0"
"1998-07-30 15:20:00.0","0","0","0","0","0","85","10","9","5","0"
"1998-07-30 15:30:00.0","0","0","0","0","0","89","10","10","0","0"
"1998-07-30 15:40:00.0","0","0","0","0","0","76","9","9","8","0"
"1998-07-30 15:50:00.0","0","0","9","0","0","85","10","10","18","0"
"1998-07-30 16:00:00.0","0","0","24","0","0","123","9","10","17","0"
"1998-07-30 16:10:00.0","0","0","23","0","0","65","10","10","17","0"
"1998-07-30 16:20:00.0","0","0","22","0","0","53","9","9","5","0"
"1998-07-30 16:30:00.0","0","0","15","0","0","48","16","10","0","0"
"1998-07-30 16:40:00.0","0","0","0","0","0","24","1","5","7","0"
"1998-07-30 16:50:00.0","0","0","0","0","0","25","0","0","18","0"
"1998-07-30 17:00:00.0","0","0","0","0","0","41","8","6","17","0"
"1998-07-30 17:10:00.0","0","0","13","0","0","77","11","10","17","0"
"1998-07-30 17:20:00.0","0","0","23","0","0","82","9","10","2","0"
"1998-07-30 17:30:00.0","0","0","24","0","0","85","10","10","0","0"
"1998-07-30 17:40:00.0","0","0","22","0","0","96","10","10","11","0"
"1998-07-30 17:50:00.0","0","317","22","0","0","381","9","9","18","0"
"1998-07-30 18:00:00.0","0","453","22","0","0","512","10","10","17","0"
"1998-07-30 18:10:00.0","0","347","12","0","0","402","15","8","16","0"
"1998-07-30 18:20:00.0","0","200","0","0","0","233","23","0","2","0"
"1998-07-30 18:30:00.0","0","181","0","0","0","210","22","0","0","0"
"1998-07-30 18:40:00.0","0","183","0","0","0","211","10","0","11","0"
"1998-07-30 18:50:00.0","0","88","19","0","0","136","5","0","18","0"
"1998-07-30 19:00:00.0","0","263","22","0","12","330","12","0","17","0"
"1998-07-30 19:10:00.0","0","28","24","0","14","89","0","0","17","0"
"1998-07-30 19:20:00.0","0","3","22","0","0","44","0","0","11","0"
"1998-07-30 19:30:00.0","0","0","22","0","0","31","0","0","0","0"
"1998-07-30 19:40:00.0","0","0","22","0","0","34","0","0","4","0"
"1998-07-30 19:50:00.0","0","0","22","0","0","55","4","5","18","0"
"1998-07-30 20:00:00.0","0","0","13","0","0","58","10","10","17","0"
"1998-07-30 20:10:00.0","0","0","0","0","0","54","19","10","18","0"
"1998-07-30 20:20:00.0","0","0","0","0","0","47","12","10","17","0"
"1998-07-30 20:30:00.0","0","0","0","0","0","44","9","10","17","0"
"1998-07-30 20:40:00.0","0","0","15","0","0","46","10","10","3","0"
"1998-07-30 20:50:00.0","0","0","22","0","0","50","10","10","0","0"
"1998-07-30 21:00:00.0","0","0","23","0","0","60","10","10","11","0"
"1998-07-30 21:10:00.0","0","0","22","0","0","64","9","9","18","0"
"1998-07-30 21:20:00.0","0","0","16","0","0","62","14","9","17","0"
"1998-07-30 21:30:00.0","0","0","0","0","0","52","16","10","17","0"
"1998-07-30 21:40:00.0","0","0","0","0","0","45","10","9","17","0"
"1998-07-30 21:50:00.0","0","0","0","0","0","40","10","10","13","0"
"1998-07-30 22:00:00.0","0","0","0","0","0","30","10","9","0","0"
"1998-07-30 22:10:00.0","0","0","19","0","0","38","4","4","1","0"
"1998-07-30 22:20:00.0","0","0","24","0","0","47","0","0","18","0"
"1998-07-30 22:30:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-07-30 22:40:00.0","0","0","22","0","0","45","0","0","17","0"
"1998-07-30 22:50:00.0","0","0","5","0","0","30","0","0","17","0"
"1998-07-30 23:00:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-30 23:10:00.0","0","0","0","0","0","12","0","0","0","0"
"1998-07-30 23:20:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-30 23:30:00.0","0","0","0","0","0","24","0","0","14","0"
"1998-07-30 23:40:00.0","0","0","22","0","0","47","0","0","17","0"
"1998-07-30 23:50:00.0","0","0","24","0","0","47","0","0","18","0"
"1998-07-31 00:00:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-31 00:10:00.0","0","0","22","0","0","46","0","0","17","0"
"1998-07-31 00:20:00.0","0","0","2","0","0","16","0","0","4","0"
"1998-07-31 00:30:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 00:40:00.0","0","0","0","0","0","21","0","0","11","0"
"1998-07-31 00:50:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-31 01:00:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 01:10:00.0","0","0","19","0","0","44","0","0","17","0"
"1998-07-31 01:20:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-31 01:30:00.0","0","0","24","0","0","38","0","0","7","0"
"1998-07-31 01:40:00.0","0","0","22","0","0","30","0","0","0","0"
"1998-07-31 01:50:00.0","0","0","4","0","0","22","0","0","9","0"
"1998-07-31 02:00:00.0","0","0","0","0","0","27","0","0","17","0"
"1998-07-31 02:10:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-31 02:20:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 02:30:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-31 02:40:00.0","0","0","15","0","0","31","0","0","8","0"
"1998-07-31 02:50:00.0","0","0","23","0","0","32","0","0","0","0"
"1998-07-31 03:00:00.0","0","0","24","0","0","39","0","0","7","0"
"1998-07-31 03:10:00.0","0","0","22","0","0","46","0","0","18","0"
"1998-07-31 03:20:00.0","0","0","11","0","0","35","0","0","17","0"
"1998-07-31 03:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-31 03:40:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 03:50:00.0","0","0","0","0","0","15","0","0","5","0"
"1998-07-31 04:00:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 04:10:00.0","0","0","4","0","0","25","0","0","9","0"
"1998-07-31 04:20:00.0","0","0","24","0","0","47","0","0","18","0"
"1998-07-31 04:30:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-07-31 04:40:00.0","0","0","23","0","0","47","0","0","17","0"
"1998-07-31 04:50:00.0","0","0","20","0","0","43","0","0","17","0"
"1998-07-31 05:00:00.0","0","0","0","0","0","11","0","0","1","0"
"1998-07-31 05:10:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-07-31 05:20:00.0","0","0","0","0","0","23","0","0","14","0"
"1998-07-31 05:30:00.0","0","0","0","0","25","52","2","0","17","0"
"1998-07-31 05:40:00.0","0","0","15","0","11","62","9","0","17","0"
"1998-07-31 05:50:00.0","0","0","24","0","0","50","4","0","17","0"
"1998-07-31 06:00:00.0","0","0","23","0","0","40","0","0","10","0"
"1998-07-31 06:10:00.0","0","0","22","0","0","30","0","0","0","0"
"1998-07-31 06:20:00.0","0","0","3","0","0","21","2","0","5","0"
"1998-07-31 06:30:00.0","0","0","0","0","0","31","2","0","18","0"
"1998-07-31 06:40:00.0","0","0","0","0","0","28","0","0","17","0"
"1998-07-31 06:50:00.0","0","0","0","0","0","28","0","0","17","0"
"1998-07-31 07:00:00.0","0","0","0","0","0","20","3","0","8","0"
"1998-07-31 07:10:00.0","0","0","5","0","0","15","0","0","0","0"
"1998-07-31 07:20:00.0","0","0","23","0","0","37","0","0","4","0"
"1998-07-31 07:30:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-07-31 07:40:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-31 07:50:00.0","0","0","18","0","0","42","0","0","17","0"
"1998-07-31 08:00:00.0","0","0","0","0","0","17","0","0","7","0"
"1998-07-31 08:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 08:20:00.0","0","0","0","0","25","43","0","0","6","0"
"1998-07-31 08:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-31 08:40:00.0","0","0","1","0","0","86","2","0","17","0"
"1998-07-31 08:50:00.0","0","0","24","0","0","88","4","0","17","0"
"1998-07-31 09:00:00.0","0","0","23","0","0","46","14","0","3","0"
"1998-07-31 09:10:00.0","0","0","23","0","0","37","7","0","0","0"
"1998-07-31 09:20:00.0","0","0","20","0","0","42","3","0","11","0"
"1998-07-31 09:30:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 09:40:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-31 09:50:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-31 10:00:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 10:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 10:20:00.0","0","0","9","0","0","32","0","0","13","0"
"1998-07-31 10:30:00.0","0","0","24","0","0","47","0","0","18","0"
"1998-07-31 10:40:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-31 10:50:00.0","0","0","23","0","0","46","0","0","16","0"
"1998-07-31 11:00:00.0","0","0","15","0","0","23","0","0","1","0"
"1998-07-31 11:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 11:20:00.0","0","0","0","0","0","22","0","0","12","0"
"1998-07-31 11:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-31 11:40:00.0","0","0","9","0","0","36","2","0","17","0"
"1998-07-31 11:50:00.0","0","0","24","0","0","48","2","0","17","0"
"1998-07-31 12:00:00.0","0","0","23","0","0","47","7","0","11","0"
"1998-07-31 12:10:00.0","0","0","23","0","0","35","3","0","0","0"
"1998-07-31 12:20:00.0","0","0","22","0","0","35","0","0","2","0"
"1998-07-31 12:30:00.0","0","0","23","0","0","46","0","0","18","0"
"1998-07-31 12:40:00.0","0","0","22","0","0","46","0","0","18","0"
"1998-07-31 12:50:00.0","0","0","22","0","25","72","0","0","17","0"
"1998-07-31 13:00:00.0","0","0","22","0","0","52","0","9","14","0"
"1998-07-31 13:10:00.0","0","0","4","0","0","24","0","10","0","0"
"1998-07-31 13:20:00.0","0","0","0","0","0","25","5","10","0","0"
"1998-07-31 13:30:00.0","0","0","0","0","0","38","12","2","16","0"
"1998-07-31 13:40:00.0","0","0","7","0","0","33","0","0","18","0"
"1998-07-31 13:50:00.0","0","0","22","0","0","44","0","0","17","0"
"1998-07-31 14:00:00.0","0","0","22","0","0","41","0","0","12","0"
"1998-07-31 14:10:00.0","0","0","22","0","0","35","2","0","1","0"
"1998-07-31 14:20:00.0","0","0","22","0","0","44","10","0","1","0"
"1998-07-31 14:30:00.0","0","0","22","0","0","49","0","0","18","0"
"1998-07-31 14:40:00.0","0","0","22","0","0","48","0","0","17","0"
"1998-07-31 14:50:00.0","0","0","20","0","0","46","3","0","17","0"
"1998-07-31 15:00:00.0","0","0","0","0","0","19","0","0","10","0"
"1998-07-31 15:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 15:20:00.0","0","0","0","0","0","13","0","0","3","0"
"1998-07-31 15:30:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-07-31 15:40:00.0","0","0","21","0","0","45","0","0","17","0"
"1998-07-31 15:50:00.0","0","0","22","0","0","45","0","0","17","0"
"1998-07-31 16:00:00.0","0","0","22","0","0","39","0","0","10","0"
"1998-07-31 16:10:00.0","0","0","22","0","0","30","0","0","0","0"
"1998-07-31 16:20:00.0","0","0","8","0","0","20","0","0","3","0"
"1998-07-31 16:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-31 16:40:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 16:50:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 17:00:00.0","0","0","2","0","0","25","0","0","14","0"
"1998-07-31 17:10:00.0","0","0","24","0","0","31","0","0","0","0"
"1998-07-31 17:20:00.0","0","0","23","0","0","31","0","0","0","0"
"1998-07-31 17:30:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-31 17:40:00.0","0","0","16","0","0","41","0","0","17","0"
"1998-07-31 17:50:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-31 18:00:00.0","0","0","0","0","0","21","0","0","11","0"
"1998-07-31 18:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 18:20:00.0","0","0","0","0","0","13","0","0","2","0"
"1998-07-31 18:30:00.0","0","0","7","0","0","33","0","0","18","0"
"1998-07-31 18:40:00.0","0","0","23","0","0","47","0","0","17","0"
"1998-07-31 18:50:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-31 19:00:00.0","0","0","23","0","0","35","0","0","6","0"
"1998-07-31 19:10:00.0","0","0","13","0","0","22","0","0","0","0"
"1998-07-31 19:20:00.0","0","0","0","0","0","19","0","0","9","0"
"1998-07-31 19:30:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 19:40:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 19:50:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-07-31 20:00:00.0","0","0","4","0","0","17","0","0","3","0"
"1998-07-31 20:10:00.0","0","0","24","0","0","32","0","0","0","0"
"1998-07-31 20:20:00.0","0","0","23","0","0","39","0","0","8","0"
"1998-07-31 20:30:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-07-31 20:40:00.0","0","0","16","0","0","40","0","0","17","0"
"1998-07-31 20:50:00.0","0","0","1","0","0","26","0","0","18","0"
"1998-07-31 21:00:00.0","0","0","0","0","0","12","0","0","1","0"
"1998-07-31 21:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 21:20:00.0","0","0","0","0","0","21","0","0","11","0"
"1998-07-31 21:30:00.0","0","0","0","0","0","25","0","0","18","0"
"1998-07-31 21:40:00.0","0","0","19","0","0","43","0","0","17","0"
"1998-07-31 21:50:00.0","0","0","23","0","0","45","0","0","15","0"
"1998-07-31 22:00:00.0","0","0","24","0","0","31","0","0","0","0"
"1998-07-31 22:10:00.0","0","0","22","0","0","30","0","0","0","0"
"1998-07-31 22:20:00.0","0","0","5","0","0","30","0","0","16","0"
"1998-07-31 22:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-07-31 22:40:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-07-31 22:50:00.0","0","0","0","0","0","22","0","0","13","0"
"1998-07-31 23:00:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-07-31 23:10:00.0","0","0","1","0","0","12","0","0","0","0"
"1998-07-31 23:20:00.0","0","0","24","0","0","48","0","0","17","0"
"1998-07-31 23:30:00.0","0","0","24","0","0","47","0","0","18","0"
"1998-07-31 23:40:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-07-31 23:50:00.0","0","0","22","0","0","40","0","0","10","0"
"1998-08-01 00:00:00.0","0","0","1","0","0","11","0","0","0","0"
"1998-08-01 00:10:00.0","0","0","0","0","0","12","0","0","1","0"
"1998-08-01 00:20:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-08-01 00:30:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-08-01 00:40:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 00:50:00.0","0","0","3","0","0","19","0","0","5","0"
"1998-08-01 01:00:00.0","0","0","24","0","0","32","0","0","0","0"
"1998-08-01 01:10:00.0","0","0","23","0","0","39","0","0","7","0"
"1998-08-01 01:20:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-08-01 01:30:00.0","0","0","21","0","0","44","0","0","18","0"
"1998-08-01 01:40:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 01:50:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-08-01 02:00:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-08-01 02:10:00.0","0","0","0","0","0","23","0","0","12","0"
"1998-08-01 02:20:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-08-01 02:30:00.0","0","0","3","0","0","29","0","0","17","0"
"1998-08-01 02:40:00.0","0","0","25","0","0","43","0","0","12","0"
"1998-08-01 02:50:00.0","0","0","24","0","0","33","0","0","0","0"
"1998-08-01 03:00:00.0","0","0","23","0","0","32","0","0","1","0"
"1998-08-01 03:10:00.0","0","0","21","0","0","45","0","0","18","0"
"1998-08-01 03:20:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-08-01 03:30:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-08-01 03:40:00.0","0","0","0","0","0","15","0","0","5","0"
"1998-08-01 03:50:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-08-01 04:00:00.0","0","0","0","0","0","19","0","0","9","0"
"1998-08-01 04:10:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-08-01 04:20:00.0","0","0","23","0","0","47","0","0","17","0"
"1998-08-01 04:30:00.0","0","0","23","0","0","44","0","0","14","0"
"1998-08-01 04:40:00.0","0","0","24","0","0","31","0","0","0","0"
"1998-08-01 04:50:00.0","0","0","22","0","0","30","0","0","0","0"
"1998-08-01 05:00:00.0","0","0","2","0","0","28","0","0","16","0"
"1998-08-01 05:10:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-08-01 05:20:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 05:30:00.0","0","0","0","0","0","16","0","0","7","0"
"1998-08-01 05:40:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-08-01 05:50:00.0","0","0","0","0","0","17","0","0","6","0"
"1998-08-01 06:00:00.0","0","0","19","0","0","44","0","0","18","0"
"1998-08-01 06:10:00.0","0","0","25","0","0","48","0","0","17","0"
"1998-08-01 06:20:00.0","0","0","24","0","0","45","0","0","15","0"
"1998-08-01 06:30:00.0","0","0","22","0","0","30","0","0","0","0"
"1998-08-01 06:40:00.0","0","0","3","0","0","13","0","0","0","0"
"1998-08-01 06:50:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 07:00:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-08-01 07:10:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 07:20:00.0","0","0","0","0","0","15","0","0","6","0"
"1998-08-01 07:30:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-08-01 07:40:00.0","0","0","18","0","0","35","0","0","8","0"
"1998-08-01 07:50:00.0","0","0","24","0","0","48","0","0","18","0"
"1998-08-01 08:00:00.0","0","0","23","0","0","46","0","0","17","0"
"1998-08-01 08:10:00.0","0","0","22","0","0","44","0","0","15","0"
"1998-08-01 08:20:00.0","0","0","7","0","0","16","0","0","0","0"
"1998-08-01 08:30:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-08-01 08:40:00.0","0","0","0","0","0","24","0","0","15","0"
"1998-08-01 08:50:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 09:00:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-08-01 09:10:00.0","0","0","0","0","0","16","0","0","7","0"
"1998-08-01 09:20:00.0","0","0","11","0","0","21","0","0","0","0"
"1998-08-01 09:30:00.0","0","0","25","0","0","40","0","0","7","0"
"1998-08-01 09:40:00.0","0","0","23","0","0","47","0","0","18","0"
"1998-08-01 09:50:00.0","0","0","22","0","0","44","0","0","17","0"
"1998-08-01 10:00:00.0","0","0","13","0","0","35","0","0","14","0"
"1998-08-01 10:10:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-08-01 10:20:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-08-01 10:30:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 10:40:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-08-01 10:50:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-08-01 11:00:00.0","0","0","0","0","0","13","0","0","2","0"
"1998-08-01 11:10:00.0","0","0","22","0","0","30","0","0","0","0"
"1998-08-01 11:20:00.0","0","0","24","0","0","44","0","0","10","0"
"1998-08-01 11:30:00.0","0","0","22","0","0","45","0","0","18","0"
"1998-08-01 11:40:00.0","0","0","23","0","0","45","0","0","17","0"
"1998-08-01 11:50:00.0","0","0","2","0","0","20","0","0","8","0"
"1998-08-01 12:00:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-08-01 12:10:00.0","0","0","0","0","0","16","0","0","6","0"
"1998-08-01 12:20:00.0","0","0","0","0","0","26","0","0","18","0"
"1998-08-01 12:30:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 12:40:00.0","0","0","0","0","0","21","0","0","13","0"
"1998-08-01 12:50:00.0","0","0","2","0","0","14","0","0","0","0"
"1998-08-01 13:00:00.0","0","0","26","0","0","34","0","0","0","0"
"1998-08-01 13:10:00.0","0","0","23","0","0","48","0","0","18","0"
"1998-08-01 13:20:00.0","0","0","22","0","0","44","0","0","18","0"
"1998-08-01 13:30:00.0","0","0","14","0","0","39","0","0","17","0"
"1998-08-01 13:40:00.0","0","0","0","0","0","11","0","0","1","0"
"1998-08-01 13:50:00.0","0","0","0","0","0","10","0","0","0","0"
"1998-08-01 14:00:00.0","0","0","0","0","0","23","0","0","13","0"
"1998-08-01 14:10:00.0","0","0","0","0","0","26","0","0","17","0"
"1998-08-01 14:20:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-08-01 14:30:00.0","0","0","0","0","0","15","0","0","5","0"
"1998-08-01 14:40:00.0","0","0","25","0","0","33","0","0","0","0"
"1998-08-01 14:50:00.0","0","0","24","0","0","41","0","0","9","0"
"1998-08-01 15:00:00.0","0","0","22","0","0","46","0","0","18","0"
"1998-08-01 15:10:00.0","0","0","21","0","0","44","0","0","17","0"
"1998-08-01 15:20:00.0","0","0","0","0","0","16","0","0","7","0"
"1998-08-01 15:30:00.0","0","0","0","0","0","11","0","0","0","0"
"1998-08-01 15:40:00.0","0","0","0","0","0","17","0","0","8","0"
"1998-08-01 15:50:00.0","0","0","0","0","0","27","0","0","18","0"
"1998-08-01 16:00:00.0","0","0","0","0","0","25","0","0","17","0"
"1998-08-01 16:10:00.0","0","0","0","0","0","18","0","0","8","0"
"1998-08-01 16:20:00.0","0","0","12","0","0","22","0","0","0","0"
"1998-08-01 16:30:00.0","0","0","25","0","0","39","0","0","6","0"
