"Time","Chest freezer (Garage, 200l)","Clothes drier (without condenser) (5kg)","Electric Cooker (hot plate+oven) ()","Halogen lamp 1 ()","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","Washing machine (5kg)","Water heater ()"
"1998-06-26 12:40:00.0","0","0","0","0","0","0","57","0","29","0"
"1998-06-26 12:50:00.0","18","0","0","0","0","0","113","0","27","27"
"1998-06-26 13:00:00.0","18","0","0","0","0","0","470","0","42","386"
"1998-06-26 13:10:00.0","3","0","0","0","0","0","501","0","77","384"
"1998-06-26 13:20:00.0","2","0","0","0","0","0","307","0","1","253"
"1998-06-26 13:30:00.0","19","0","0","0","0","0","169","0","0","92"
"1998-06-26 13:40:00.0","18","0","0","0","0","0","195","1","0","150"
"1998-06-26 13:50:00.0","1","0","0","0","0","0","29","0","0","0"
"1998-06-26 14:00:00.0","4","0","0","0","0","0","254","0","0","211"
"1998-06-26 14:10:00.0","19","0","0","0","0","0","77","0","0","0"
"1998-06-26 14:20:00.0","18","0","0","0","0","0","61","0","0","0"
"1998-06-26 14:30:00.0","0","0","0","0","0","0","57","0","0","0"
"1998-06-26 14:40:00.0","5","0","0","0","0","0","72","0","0","0"
"1998-06-26 14:50:00.0","19","0","0","0","0","0","107","0","0","0"
"1998-06-26 15:00:00.0","17","0","0","0","0","0","60","0","0","0"
"1998-06-26 15:10:00.0","0","0","0","0","0","0","48","0","0","0"
"1998-06-26 15:20:00.0","6","0","0","0","0","0","53","0","0","0"
"1998-06-26 15:30:00.0","19","0","0","0","0","0","79","0","0","0"
"1998-06-26 15:40:00.0","17","0","0","0","0","0","43","0","0","0"
"1998-06-26 15:50:00.0","0","0","0","0","0","0","46","0","0","0"
"1998-06-26 16:00:00.0","7","0","0","0","0","0","56","0","0","0"
"1998-06-26 16:10:00.0","19","0","0","0","0","0","72","0","0","0"
"1998-06-26 16:20:00.0","18","0","0","0","0","0","61","0","0","0"
"1998-06-26 16:30:00.0","0","0","0","0","0","0","47","0","0","0"
"1998-06-26 16:40:00.0","7","0","0","0","0","0","55","0","0","0"
"1998-06-26 16:50:00.0","19","0","0","0","0","0","81","0","0","0"
"1998-06-26 17:00:00.0","19","0","0","0","0","0","64","1","0","0"
"1998-06-26 17:10:00.0","0","0","0","0","0","0","60","0","0","0"
"1998-06-26 17:20:00.0","5","0","0","0","0","0","76","0","0","0"
"1998-06-26 17:30:00.0","20","0","0","0","0","0","93","0","0","0"
"1998-06-26 17:40:00.0","18","0","0","0","0","0","63","0","0","0"
"1998-06-26 17:50:00.0","0","0","0","0","0","0","49","0","0","0"
"1998-06-26 18:00:00.0","6","0","0","0","0","0","76","14","0","0"
"1998-06-26 18:10:00.0","19","0","0","0","0","0","98","25","0","0"
"1998-06-26 18:20:00.0","17","0","0","0","0","0","88","24","0","0"
"1998-06-26 18:30:00.0","0","0","0","0","0","0","80","24","0","0"
"1998-06-26 18:40:00.0","7","0","180","0","0","0","312","45","0","0"
"1998-06-26 18:50:00.0","18","0","365","0","0","0","550","62","0","0"
"1998-06-26 19:00:00.0","14","0","102","0","0","0","234","59","0","0"
"1998-06-26 19:10:00.0","0","0","0","0","0","0","87","41","0","0"
"1998-06-26 19:20:00.0","10","0","0","0","0","0","118","41","0","0"
"1998-06-26 19:30:00.0","19","0","0","0","0","0","104","41","0","0"
"1998-06-26 19:40:00.0","12","0","0","0","0","0","107","41","0","0"
"1998-06-26 19:50:00.0","0","0","0","0","0","0","136","43","0","0"
"1998-06-26 20:00:00.0","12","0","0","0","0","0","133","41","0","0"
"1998-06-26 20:10:00.0","19","0","0","0","0","0","128","46","0","0"
"1998-06-26 20:20:00.0","10","0","0","0","0","0","108","50","0","0"
"1998-06-26 20:30:00.0","0","0","0","0","0","0","83","28","0","0"
"1998-06-26 20:40:00.0","14","0","0","0","0","0","98","14","0","0"
"1998-06-26 20:50:00.0","19","0","0","0","0","0","78","1","0","0"
"1998-06-26 21:00:00.0","9","0","0","0","9","0","106","28","0","0"
"1998-06-26 21:10:00.0","0","0","0","0","10","0","170","80","0","0"
"1998-06-26 21:20:00.0","15","0","0","0","10","0","179","62","0","0"
"1998-06-26 21:30:00.0","19","0","0","0","11","0","102","0","0","0"
"1998-06-26 21:40:00.0","5","0","0","0","10","0","75","1","0","0"
"1998-06-26 21:50:00.0","0","0","0","0","11","0","154","88","0","0"
"1998-06-26 22:00:00.0","19","0","0","0","3","0","508","38","389","0"
"1998-06-26 22:10:00.0","18","0","0","0","0","0","635","0","566","0"
"1998-06-26 22:20:00.0","2","0","0","0","0","0","467","0","406","0"
"1998-06-26 22:30:00.0","3","0","0","0","0","0","107","0","39","0"
"1998-06-26 22:40:00.0","19","0","0","0","0","0","111","0","34","0"
"1998-06-26 22:50:00.0","19","0","0","0","0","0","78","0","29","0"
"1998-06-26 23:00:00.0","0","0","0","0","0","0","60","0","32","0"
"1998-06-26 23:10:00.0","5","0","0","0","0","0","89","0","44","0"
"1998-06-26 23:20:00.0","20","0","0","0","0","0","133","2","80","0"
"1998-06-26 23:30:00.0","16","0","0","0","0","0","51","0","0","0"
"1998-06-26 23:40:00.0","0","0","0","0","0","0","51","0","0","0"
"1998-06-26 23:50:00.0","8","0","0","0","0","0","75","0","0","0"
"1998-06-27 00:00:00.0","19","0","0","0","0","0","63","0","0","0"
"1998-06-27 00:10:00.0","13","0","0","0","0","0","40","0","0","0"
"1998-06-27 00:20:00.0","0","0","0","0","0","0","28","0","0","0"
"1998-06-27 00:30:00.0","10","0","0","0","0","0","54","0","0","0"
"1998-06-27 00:40:00.0","19","0","0","0","0","0","45","0","0","0"
"1998-06-27 00:50:00.0","11","0","0","0","0","0","38","0","0","0"
"1998-06-27 01:00:00.0","0","0","0","0","0","0","44","0","0","0"
"1998-06-27 01:10:00.0","13","0","0","0","0","0","76","0","0","0"
"1998-06-27 01:20:00.0","19","0","0","0","0","0","58","0","0","0"
"1998-06-27 01:30:00.0","8","0","0","0","0","0","35","0","0","0"
"1998-06-27 01:40:00.0","0","0","0","0","0","0","29","0","0","0"
"1998-06-27 01:50:00.0","16","0","0","0","0","0","89","0","0","30"
"1998-06-27 02:00:00.0","18","0","0","0","0","0","430","0","0","387"
"1998-06-27 02:10:00.0","4","0","0","0","0","0","420","0","0","388"
"1998-06-27 02:20:00.0","0","0","0","0","0","0","425","0","0","386"
"1998-06-27 02:30:00.0","19","0","0","0","0","0","466","0","0","386"
"1998-06-27 02:40:00.0","18","0","0","0","0","0","448","0","0","389"
"1998-06-27 02:50:00.0","1","0","0","0","0","0","288","0","0","260"
"1998-06-27 03:00:00.0","4","0","0","0","0","0","124","0","0","90"
"1998-06-27 03:10:00.0","19","0","0","0","0","0","247","0","0","187"
"1998-06-27 03:20:00.0","16","0","0","0","0","0","51","0","0","9"
"1998-06-27 03:30:00.0","0","0","0","0","0","0","305","0","0","276"
"1998-06-27 03:40:00.0","7","0","0","0","0","0","42","0","0","0"
"1998-06-27 03:50:00.0","19","0","0","0","0","0","81","0","0","0"
"1998-06-27 04:00:00.0","12","0","0","0","0","0","58","0","0","0"
"1998-06-27 04:10:00.0","0","0","0","0","0","0","29","0","0","0"
"1998-06-27 04:20:00.0","11","0","0","0","0","0","38","0","0","0"
"1998-06-27 04:30:00.0","19","0","0","0","0","0","60","0","0","0"
"1998-06-27 04:40:00.0","9","0","0","0","0","0","36","0","0","0"
"1998-06-27 04:50:00.0","0","0","0","0","0","0","29","0","0","0"
"1998-06-27 05:00:00.0","14","0","0","0","0","0","41","0","0","0"
"1998-06-27 05:10:00.0","18","0","0","0","0","0","81","0","0","0"
"1998-06-27 05:20:00.0","5","0","0","0","0","0","53","0","0","0"
"1998-06-27 05:30:00.0","0","0","0","0","0","0","32","0","0","0"
"1998-06-27 05:40:00.0","18","0","0","0","0","0","64","0","0","19"
"1998-06-27 05:50:00.0","19","0","0","0","0","0","229","0","0","172"
"1998-06-27 06:00:00.0","1","0","0","0","0","0","30","0","0","0"
"1998-06-27 06:10:00.0","2","0","0","0","0","0","31","0","0","0"
"1998-06-27 06:20:00.0","19","0","0","0","0","0","45","0","0","0"
"1998-06-27 06:30:00.0","16","0","0","0","0","0","70","0","0","0"
"1998-06-27 06:40:00.0","0","0","0","0","0","0","49","0","0","0"
"1998-06-27 06:50:00.0","6","0","0","0","0","0","45","0","0","0"
"1998-06-27 07:00:00.0","19","0","0","0","0","0","44","0","0","0"
"1998-06-27 07:10:00.0","11","0","0","0","0","0","52","0","0","0"
"1998-06-27 07:20:00.0","0","0","0","0","0","0","43","0","0","0"
"1998-06-27 07:30:00.0","11","0","0","0","0","0","230","4","0","173"
"1998-06-27 07:40:00.0","19","0","0","0","0","0","122","0","0","0"
"1998-06-27 07:50:00.0","7","0","0","0","0","0","292","3","0","218"
"1998-06-27 08:00:00.0","0","0","0","0","0","0","99","17","0","0"
"1998-06-27 08:10:00.0","15","0","0","0","0","0","129","16","40","0"
"1998-06-27 08:20:00.0","19","0","0","0","0","0","136","16","45","0"
"1998-06-27 08:30:00.0","3","0","0","0","0","0","443","16","59","0"
"1998-06-27 08:40:00.0","0","0","0","0","0","0","690","16","359","0"
"1998-06-27 08:50:00.0","19","0","0","0","0","0","387","16","36","0"
"1998-06-27 09:00:00.0","18","0","0","0","0","0","120","16","31","0"
"1998-06-27 09:10:00.0","0","0","360","0","0","0","678","16","27","0"
"1998-06-27 09:20:00.0","4","0","358","0","0","0","595","17","27","0"
"1998-06-27 09:30:00.0","19","0","182","0","0","0","402","16","40","0"
"1998-06-27 09:40:00.0","14","0","155","0","0","0","299","16","76","0"
"1998-06-27 09:50:00.0","2","0","3","0","0","0","114","16","61","0"
"1998-06-27 10:00:00.0","19","0","0","0","0","0","620","16","549","0"
"1998-06-27 10:10:00.0","18","0","0","0","0","0","617","17","532","0"
"1998-06-27 10:20:00.0","2","0","0","0","0","0","243","16","174","0"
"1998-06-27 10:30:00.0","2","0","0","0","0","0","131","16","40","0"
"1998-06-27 10:40:00.0","19","0","0","0","0","0","110","18","27","0"
"1998-06-27 10:50:00.0","18","0","0","0","0","0","95","16","22","0"
"1998-06-27 11:00:00.0","0","0","0","0","0","0","114","17","43","0"
"1998-06-27 11:10:00.0","6","0","0","0","0","0","94","15","30","0"
"1998-06-27 11:20:00.0","19","0","0","0","0","0","124","18","66","0"
"1998-06-27 11:30:00.0","16","0","0","0","0","0","60","16","0","0"
"1998-06-27 11:40:00.0","0","0","0","0","0","0","56","0","0","0"
"1998-06-27 11:50:00.0","8","0","0","0","0","0","64","0","0","0"
"1998-06-27 12:00:00.0","19","0","0","0","0","0","70","3","0","0"
"1998-06-27 12:10:00.0","17","0","0","0","0","0","63","3","0","0"
"1998-06-27 12:20:00.0","0","0","0","0","0","0","36","0","0","0"
"1998-06-27 12:30:00.0","8","0","0","0","0","0","48","0","0","0"
"1998-06-27 12:40:00.0","19","0","0","0","0","0","191","1","144","0"
"1998-06-27 12:50:00.0","17","0","0","0","0","0","527","0","302","30"
"1998-06-27 13:00:00.0","0","0","0","0","0","0","487","0","38","388"
"1998-06-27 13:10:00.0","7","0","0","0","0","0","473","0","30","387"
"1998-06-27 13:20:00.0","19","0","0","0","0","0","455","0","25","346"
"1998-06-27 13:30:00.0","16","0","0","0","0","0","81","0","30","8"
"1998-06-27 13:40:00.0","0","0","0","0","0","0","334","8","40","242"
"1998-06-27 13:50:00.0","8","0","0","0","0","0","125","19","73","0"
"1998-06-27 14:00:00.0","18","0","0","0","0","0","377","15","0","316"
"1998-06-27 14:10:00.0","17","0","0","0","0","0","75","6","0","3"
"1998-06-27 14:20:00.0","0","0","0","0","0","0","92","6","0","20"
"1998-06-27 14:30:00.0","7","0","0","0","0","0","218","7","0","162"
"1998-06-27 14:40:00.0","19","0","0","0","0","0","62","5","0","0"
"1998-06-27 14:50:00.0","19","0","0","0","0","0","64","0","0","0"
"1998-06-27 15:00:00.0","0","0","0","0","0","0","99","0","0","0"
"1998-06-27 15:10:00.0","6","0","0","0","0","0","86","0","0","0"
"1998-06-27 15:20:00.0","19","0","0","0","0","0","76","0","0","0"
"1998-06-27 15:30:00.0","19","0","0","0","0","0","84","0","0","0"
"1998-06-27 15:40:00.0","2","0","0","0","0","0","85","0","0","0"
"1998-06-27 15:50:00.0","4","0","0","0","0","0","55","1","0","0"
"1998-06-27 16:00:00.0","19","0","0","0","0","0","65","0","0","0"
"1998-06-27 16:10:00.0","19","0","0","0","0","0","64","0","0","0"
"1998-06-27 16:20:00.0","4","0","0","0","0","0","71","0","0","0"
"1998-06-27 16:30:00.0","2","0","0","0","0","0","64","0","0","0"
"1998-06-27 16:40:00.0","19","0","0","0","0","0","105","10","0","0"
"1998-06-27 16:50:00.0","19","0","0","0","0","0","117","23","0","0"
"1998-06-27 17:00:00.0","7","0","0","0","0","0","110","22","0","0"
"1998-06-27 17:10:00.0","0","0","0","0","0","0","191","61","0","0"
"1998-06-27 17:20:00.0","19","0","0","0","0","0","196","69","0","0"
"1998-06-27 17:30:00.0","18","0","0","0","0","0","200","59","0","0"
"1998-06-27 17:40:00.0","10","0","0","0","0","0","175","56","0","0"
"1998-06-27 17:50:00.0","0","0","0","0","0","0","167","57","0","0"
"1998-06-27 18:00:00.0","15","0","0","0","0","0","244","60","0","0"
"1998-06-27 18:10:00.0","19","0","0","0","0","0","262","71","0","0"
"1998-06-27 18:20:00.0","10","0","0","0","0","0","260","72","0","0"
"1998-06-27 18:30:00.0","0","0","0","0","0","0","201","75","0","0"
"1998-06-27 18:40:00.0","14","0","0","0","0","0","178","75","0","0"
"1998-06-27 18:50:00.0","19","0","0","0","0","0","134","45","0","0"
"1998-06-27 19:00:00.0","11","0","0","0","0","0","157","44","0","0"
"1998-06-27 19:10:00.0","0","0","0","0","0","0","148","29","0","0"
"1998-06-27 19:20:00.0","14","0","0","0","0","0","92","30","0","0"
"1998-06-27 19:30:00.0","19","0","0","0","0","0","63","0","0","0"
"1998-06-27 19:40:00.0","12","0","0","0","0","0","38","0","0","0"
"1998-06-27 19:50:00.0","0","0","0","0","0","0","29","0","0","0"
"1998-06-27 20:00:00.0","12","0","0","0","0","0","54","0","0","0"
"1998-06-27 20:10:00.0","19","0","0","0","0","0","42","0","0","0"
"1998-06-27 20:20:00.0","13","0","0","0","0","0","38","0","0","0"
"1998-06-27 20:30:00.0","0","0","0","0","0","0","45","0","0","0"
"1998-06-27 20:40:00.0","12","0","0","0","0","0","70","0","0","0"
"1998-06-27 20:50:00.0","19","0","0","0","0","0","57","0","0","0"
"1998-06-27 21:00:00.0","13","0","0","0","0","0","38","0","0","0"
"1998-06-27 21:10:00.0","0","0","0","0","0","0","73","26","0","0"
"1998-06-27 21:20:00.0","11","0","0","0","0","0","110","41","0","0"
"1998-06-27 21:30:00.0","19","0","0","0","0","0","104","40","0","0"
"1998-06-27 21:40:00.0","13","0","0","0","0","0","101","41","0","0"
"1998-06-27 21:50:00.0","0","0","0","0","0","0","116","40","0","0"
"1998-06-27 22:00:00.0","10","0","0","0","0","0","127","42","0","0"
"1998-06-27 22:10:00.0","19","0","0","0","0","0","74","9","0","0"
"1998-06-27 22:20:00.0","13","0","0","0","0","0","59","0","0","0"
"1998-06-27 22:30:00.0","0","0","0","0","0","0","79","14","0","0"
"1998-06-27 22:40:00.0","11","0","0","0","0","0","124","58","0","0"
"1998-06-27 22:50:00.0","19","0","0","0","0","0","128","51","0","0"
"1998-06-27 23:00:00.0","12","0","0","0","5","0","197","70","0","0"
"1998-06-27 23:10:00.0","0","0","0","0","10","0","194","69","0","0"
"1998-06-27 23:20:00.0","17","0","0","0","10","0","81","0","0","0"
"1998-06-27 23:30:00.0","18","0","0","0","7","0","80","16","0","0"
"1998-06-27 23:40:00.0","6","0","0","0","0","0","46","0","0","0"
"1998-06-27 23:50:00.0","0","0","0","0","0","0","47","0","0","0"
"1998-06-28 00:00:00.0","18","0","0","0","0","0","49","0","0","0"
"1998-06-28 00:10:00.0","19","0","0","0","0","0","62","0","0","0"
"1998-06-28 00:20:00.0","3","0","0","0","0","0","57","0","0","0"
"1998-06-28 00:30:00.0","1","0","0","0","0","0","50","0","0","0"
"1998-06-28 00:40:00.0","20","0","0","0","0","0","51","0","0","0"
"1998-06-28 00:50:00.0","18","0","0","0","0","0","44","0","0","0"
"1998-06-28 01:00:00.0","1","0","0","0","0","0","38","0","0","0"
"1998-06-28 01:10:00.0","4","0","0","0","0","0","42","0","0","0"
"1998-06-28 01:20:00.0","19","0","0","0","0","0","49","0","0","0"
"1998-06-28 01:30:00.0","17","0","0","0","0","0","64","0","0","0"
"1998-06-28 01:40:00.0","0","0","0","0","0","0","55","0","0","0"
"1998-06-28 01:50:00.0","6","0","0","0","0","0","73","0","0","31"
"1998-06-28 02:00:00.0","19","0","0","0","0","0","424","0","0","380"
"1998-06-28 02:10:00.0","13","0","0","0","0","0","421","0","0","383"
"1998-06-28 02:20:00.0","0","0","0","0","0","0","421","0","0","383"
"1998-06-28 02:30:00.0","9","0","0","0","0","0","425","0","0","381"
"1998-06-28 02:40:00.0","19","0","0","0","0","0","267","0","0","210"
"1998-06-28 02:50:00.0","11","0","0","0","0","0","231","0","0","173"
"1998-06-28 03:00:00.0","0","0","0","0","0","0","160","0","0","113"
"1998-06-28 03:10:00.0","12","0","0","0","0","0","154","0","0","108"
"1998-06-28 03:20:00.0","19","0","0","0","0","0","167","0","0","124"
"1998-06-28 03:30:00.0","8","0","0","0","0","0","36","0","0","0"
"1998-06-28 03:40:00.0","0","0","0","0","0","0","40","0","0","0"
"1998-06-28 03:50:00.0","15","0","0","0","0","0","248","0","0","200"
"1998-06-28 04:00:00.0","19","0","0","0","0","0","64","0","0","0"
"1998-06-28 04:10:00.0","6","0","0","0","0","0","54","0","0","0"
"1998-06-28 04:20:00.0","0","0","0","0","0","0","112","69","0","0"
"1998-06-28 04:30:00.0","17","0","0","0","0","0","50","0","0","0"
"1998-06-28 04:40:00.0","19","0","0","0","0","0","45","0","0","0"
"1998-06-28 04:50:00.0","4","0","0","0","0","0","33","0","0","0"
"1998-06-28 05:00:00.0","0","0","0","0","0","0","40","0","0","0"
"1998-06-28 05:10:00.0","19","0","0","0","0","0","58","0","0","0"
"1998-06-28 05:20:00.0","19","0","0","0","0","0","65","0","0","0"
"1998-06-28 05:30:00.0","1","0","0","0","0","0","44","0","0","0"
"1998-06-28 05:40:00.0","3","0","0","0","0","0","42","0","0","0"
"1998-06-28 05:50:00.0","19","0","0","0","0","0","51","0","0","0"
"1998-06-28 06:00:00.0","17","0","0","0","0","0","43","0","0","0"
"1998-06-28 06:10:00.0","0","0","0","0","0","0","29","0","0","0"
"1998-06-28 06:20:00.0","6","0","0","0","0","0","44","0","0","0"
"1998-06-28 06:30:00.0","19","0","0","0","0","0","65","0","0","0"
"1998-06-28 06:40:00.0","14","0","0","0","0","0","60","0","0","0"
"1998-06-28 06:50:00.0","0","0","0","0","0","0","36","0","0","0"
"1998-06-28 07:00:00.0","9","0","0","0","0","0","45","0","0","0"
"1998-06-28 07:10:00.0","19","0","0","0","0","0","52","0","0","0"
"1998-06-28 07:20:00.0","10","0","0","0","0","0","37","0","0","0"
"1998-06-28 07:30:00.0","0","0","0","0","0","0","29","0","0","0"
"1998-06-28 07:40:00.0","13","0","0","0","0","0","46","0","0","0"
"1998-06-28 07:50:00.0","18","0","0","0","0","0","73","0","0","0"
"1998-06-28 08:00:00.0","7","0","0","0","0","0","79","0","0","0"
"1998-06-28 08:10:00.0","0","0","0","0","0","0","151","1","0","0"
"1998-06-28 08:20:00.0","16","0","0","0","0","0","98","2","0","0"
"1998-06-28 08:30:00.0","18","0","0","0","0","0","76","0","0","0"
"1998-06-28 08:40:00.0","4","0","0","0","0","0","53","1","0","0"
"1998-06-28 08:50:00.0","0","0","0","0","0","0","49","0","0","0"
"1998-06-28 09:00:00.0","19","0","0","0","0","0","71","0","0","0"
"1998-06-28 09:10:00.0","19","0","0","0","0","0","96","0","0","0"
"1998-06-28 09:20:00.0","1","0","0","0","0","0","47","0","0","0"
"1998-06-28 09:30:00.0","3","0","0","0","0","0","32","0","0","0"
"1998-06-28 09:40:00.0","19","0","0","0","0","0","46","0","0","0"
"1998-06-28 09:50:00.0","16","0","0","0","0","0","74","0","0","0"
"1998-06-28 10:00:00.0","0","0","0","0","0","0","49","0","0","0"
"1998-06-28 10:10:00.0","7","0","0","0","0","0","55","0","0","0"
"1998-06-28 10:20:00.0","18","0","0","0","0","0","75","0","0","0"
"1998-06-28 10:30:00.0","19","0","0","0","0","0","127","0","0","0"
"1998-06-28 10:40:00.0","7","0","0","0","0","0","71","1","0","0"
"1998-06-28 10:50:00.0","0","0","0","0","0","0","52","3","0","0"
"1998-06-28 11:00:00.0","16","0","67","0","0","0","148","17","0","0"
"1998-06-28 11:10:00.0","18","0","358","0","0","0","455","19","0","0"
"1998-06-28 11:20:00.0","5","0","184","0","0","0","274","39","0","0"
"1998-06-28 11:30:00.0","0","0","168","0","0","0","223","4","0","0"
"1998-06-28 11:40:00.0","18","0","199","0","0","0","283","0","0","0"
"1998-06-28 11:50:00.0","18","0","166","0","0","0","265","0","0","0"
"1998-06-28 12:00:00.0","1","0","203","0","0","0","267","0","0","0"
"1998-06-28 12:10:00.0","3","0","194","0","0","0","243","2","0","0"
"1998-06-28 12:20:00.0","19","0","0","0","0","0","70","0","0","0"
"1998-06-28 12:30:00.0","17","0","0","0","0","0","70","1","0","0"
"1998-06-28 12:40:00.0","0","0","0","0","0","0","46","0","0","0"
"1998-06-28 12:50:00.0","6","0","0","0","0","0","128","19","0","30"
"1998-06-28 13:00:00.0","18","0","0","0","0","0","816","26","0","375"
"1998-06-28 13:10:00.0","14","0","0","0","0","0","831","46","0","377"
"1998-06-28 13:20:00.0","0","0","0","0","0","0","587","37","0","387"
"1998-06-28 13:30:00.0","9","0","0","0","0","0","674","2","0","261"
"1998-06-28 13:40:00.0","19","0","0","0","0","0","329","0","0","153"
"1998-06-28 13:50:00.0","13","0","0","0","0","0","172","0","0","123"
"1998-06-28 14:00:00.0","0","0","0","0","0","0","185","0","0","152"
"1998-06-28 14:10:00.0","11","0","0","0","0","0","151","0","0","91"
"1998-06-28 14:20:00.0","18","0","0","0","0","0","72","0","0","0"
"1998-06-28 14:30:00.0","13","0","0","0","0","0","188","0","0","140"
"1998-06-28 14:40:00.0","0","0","0","0","0","0","95","0","0","65"
"1998-06-28 14:50:00.0","12","0","0","0","0","0","41","0","0","0"
"1998-06-28 15:00:00.0","19","0","0","0","0","0","56","0","0","0"
"1998-06-28 15:10:00.0","13","0","0","0","0","0","51","0","0","0"
"1998-06-28 15:20:00.0","0","0","0","0","0","0","50","0","0","0"
"1998-06-28 15:30:00.0","12","0","0","0","0","0","59","0","0","0"
"1998-06-28 15:40:00.0","19","0","0","0","0","0","55","0","0","0"
"1998-06-28 15:50:00.0","14","0","0","0","0","0","47","0","0","0"
"1998-06-28 16:00:00.0","0","0","0","0","0","0","51","6","0","0"
"1998-06-28 16:10:00.0","10","0","0","0","0","0","64","6","0","0"
"1998-06-28 16:20:00.0","19","0","0","0","0","0","82","0","0","0"
"1998-06-28 16:30:00.0","15","0","0","0","0","0","82","0","0","0"
"1998-06-28 16:40:00.0","0","0","0","0","0","0","71","3","0","0"
"1998-06-28 16:50:00.0","10","0","0","0","0","0","59","0","0","0"
"1998-06-28 17:00:00.0","19","0","0","0","0","0","80","0","0","0"
"1998-06-28 17:10:00.0","18","0","0","0","0","0","64","0","0","0"
"1998-06-28 17:20:00.0","0","0","0","0","0","0","49","1","0","0"
"1998-06-28 17:30:00.0","7","0","0","0","0","0","55","0","0","0"
"1998-06-28 17:40:00.0","19","0","0","0","0","0","99","0","0","0"
"1998-06-28 17:50:00.0","19","0","0","0","0","0","83","0","0","0"
"1998-06-28 18:00:00.0","3","0","0","0","0","0","57","0","0","0"
"1998-06-28 18:10:00.0","3","0","0","0","0","0","52","0","0","0"
"1998-06-28 18:20:00.0","19","0","0","0","0","0","80","0","0","0"
"1998-06-28 18:30:00.0","19","0","0","0","0","0","63","0","0","0"
"1998-06-28 18:40:00.0","6","0","0","0","0","0","138","0","0","0"
"1998-06-28 18:50:00.0","0","0","0","0","0","0","289","0","0","0"
"1998-06-28 19:00:00.0","19","0","0","0","0","0","367","2","0","0"
"1998-06-28 19:10:00.0","19","0","0","0","0","0","405","0","0","0"
"1998-06-28 19:20:00.0","9","0","0","0","0","0","216","0","0","0"
"1998-06-28 19:30:00.0","0","0","0","0","0","0","63","0","0","0"
"1998-06-28 19:40:00.0","16","0","0","0","0","0","61","0","0","0"
"1998-06-28 19:50:00.0","19","0","0","0","0","0","67","0","0","0"
"1998-06-28 20:00:00.0","14","0","0","0","0","0","81","2","0","0"
"1998-06-28 20:10:00.0","0","0","0","0","0","0","113","0","0","0"
"1998-06-28 20:20:00.0","10","0","0","0","0","0","122","0","0","0"
"1998-06-28 20:30:00.0","19","0","0","0","0","0","63","0","0","0"
"1998-06-28 20:40:00.0","15","0","0","0","0","0","63","0","0","0"
"1998-06-28 20:50:00.0","0","0","0","0","0","0","62","1","0","0"
"1998-06-28 21:00:00.0","9","0","0","0","0","0","56","2","0","0"
"1998-06-28 21:10:00.0","18","0","0","0","0","0","110","33","0","0"
"1998-06-28 21:20:00.0","16","0","0","0","0","0","129","29","0","0"
"1998-06-28 21:30:00.0","0","0","0","0","0","0","102","14","0","0"
"1998-06-28 21:40:00.0","8","0","0","0","0","0","145","9","0","0"
"1998-06-28 21:50:00.0","19","0","0","0","0","0","221","39","0","0"
"1998-06-28 22:00:00.0","18","0","0","0","0","0","177","46","0","0"
"1998-06-28 22:10:00.0","7","0","0","0","0","0","69","23","0","0"
"1998-06-28 22:20:00.0","0","0","0","0","0","0","47","0","0","0"
"1998-06-28 22:30:00.0","18","0","0","0","0","0","63","0","0","0"
"1998-06-28 22:40:00.0","18","0","0","0","0","0","64","0","0","0"
"1998-06-28 22:50:00.0","8","0","0","0","0","0","39","0","0","0"
"1998-06-28 23:00:00.0","0","0","0","0","0","0","31","0","0","0"
"1998-06-28 23:10:00.0","17","0","0","0","0","0","43","0","0","0"
"1998-06-28 23:20:00.0","19","0","0","0","0","0","55","0","0","0"
"1998-06-28 23:30:00.0","8","0","0","0","0","0","53","1","0","0"
"1998-06-28 23:40:00.0","0","0","0","0","0","0","52","2","0","0"
"1998-06-28 23:50:00.0","16","0","0","0","0","0","52","0","0","0"
"1998-06-29 00:00:00.0","19","0","0","0","0","0","55","0","0","0"
"1998-06-29 00:10:00.0","8","0","0","0","0","0","41","0","0","0"
"1998-06-29 00:20:00.0","0","0","0","0","0","0","28","0","0","0"
"1998-06-29 00:30:00.0","16","0","0","0","0","0","41","0","0","0"
"1998-06-29 00:40:00.0","19","0","0","0","0","0","63","0","0","0"
"1998-06-29 00:50:00.0","9","0","0","0","0","0","62","0","0","0"
"1998-06-29 01:00:00.0","0","0","0","0","0","0","41","0","0","0"
"1998-06-29 01:10:00.0","15","0","0","0","0","0","42","0","0","0"
"1998-06-29 01:20:00.0","19","0","0","0","0","0","55","0","0","0"
"1998-06-29 01:30:00.0","8","0","0","0","0","0","39","0","0","0"
"1998-06-29 01:40:00.0","0","0","0","0","0","0","28","0","0","0"
"1998-06-29 01:50:00.0","16","0","0","0","0","0","76","0","0","32"
"1998-06-29 02:00:00.0","18","0","0","0","0","0","464","7","0","379"
"1998-06-29 02:10:00.0","8","0","0","0","0","0","438","0","0","381"
"1998-06-29 02:20:00.0","0","0","0","0","0","0","408","0","0","381"
"1998-06-29 02:30:00.0","15","0","0","0","0","0","421","0","0","380"
"1998-06-29 02:40:00.0","19","0","0","0","0","0","234","0","0","178"
"1998-06-29 02:50:00.0","7","0","0","0","0","0","247","0","0","210"
