"Time","Clothes drier (with condenser) ()","Dish washer (12 place setting)","Electric oven ()","Fridge freezer (Kitchen, 182l/48l)","Hot plate (3 gas, 1elec)","Microwave oven (1,35kW)","Site consumption ()","Total site light consumption ()","TV (51cm)","Vertical freezer (Kitchen, 265l)","Washing machine ()"
"1998-06-04 05:30:00.0","0","0","0","23","0","0","56","0","0","18","0"
"1998-06-04 05:40:00.0","0","0","0","22","0","0","42","0","0","3","0"
"1998-06-04 05:50:00.0","0","0","0","21","0","0","52","0","0","15","0"
"1998-06-04 06:00:00.0","0","0","0","21","0","0","53","0","0","18","0"
"1998-06-04 06:10:00.0","0","0","0","20","0","0","38","0","0","1","0"
"1998-06-04 06:20:00.0","0","0","0","20","0","0","54","0","0","18","0"
"1998-06-04 06:30:00.0","0","0","0","19","0","0","50","0","0","15","0"
"1998-06-04 06:40:00.0","0","0","0","20","0","0","40","0","0","3","0"
"1998-06-04 06:50:00.0","0","0","0","19","0","0","52","0","0","19","0"
"1998-06-04 07:00:00.0","0","0","0","19","0","0","46","0","0","12","0"
"1998-06-04 07:10:00.0","0","0","0","19","0","0","43","1","0","6","0"
"1998-06-04 07:20:00.0","0","0","0","19","0","15","66","0","0","19","0"
"1998-06-04 07:30:00.0","0","0","0","19","0","1","45","0","0","9","0"
"1998-06-04 07:40:00.0","0","0","0","19","0","0","47","2","0","9","0"
"1998-06-04 07:50:00.0","0","0","0","19","0","0","57","6","0","19","0"
"1998-06-04 08:00:00.0","0","0","0","19","0","8","61","0","11","10","0"
"1998-06-04 08:10:00.0","0","0","0","19","0","0","55","1","13","8","0"
"1998-06-04 08:20:00.0","0","0","0","19","0","0","61","2","12","18","0"
"1998-06-04 08:30:00.0","0","0","0","18","0","0","58","3","12","13","0"
"1998-06-04 08:40:00.0","0","0","0","19","0","0","54","3","11","6","0"
"1998-06-04 08:50:00.0","0","0","0","18","0","0","106","2","8","18","0"
"1998-06-04 09:00:00.0","0","0","0","19","0","0","45","0","0","15","0"
"1998-06-04 09:10:00.0","0","0","0","18","0","0","36","0","0","4","0"
"1998-06-04 09:20:00.0","0","0","0","18","0","0","48","0","0","18","0"
"1998-06-04 09:30:00.0","0","0","0","18","0","0","50","2","0","16","0"
"1998-06-04 09:40:00.0","0","0","0","19","0","16","59","0","4","2","0"
"1998-06-04 09:50:00.0","0","0","0","18","0","0","59","1","7","19","0"
"1998-06-04 10:00:00.0","0","0","0","18","0","0","49","0","0","18","0"
"1998-06-04 10:10:00.0","0","0","0","18","0","0","35","0","0","0","0"
"1998-06-04 10:20:00.0","0","0","0","18","0","0","50","0","0","19","0"
"1998-06-04 10:30:00.0","0","0","0","18","0","0","50","0","0","17","0"
"1998-06-04 10:40:00.0","0","0","0","4","0","0","24","0","0","2","0"
"1998-06-04 10:50:00.0","0","0","0","0","0","0","35","0","0","18","0"
"1998-06-04 11:00:00.0","0","0","0","0","0","0","34","0","0","17","0"
"1998-06-04 11:10:00.0","0","0","0","0","0","0","22","0","0","4","0"
"1998-06-04 11:20:00.0","0","0","0","0","0","0","33","0","0","15","0"
"1998-06-04 11:30:00.0","0","0","0","0","0","0","34","0","0","18","0"
"1998-06-04 11:40:00.0","0","0","0","0","0","0","23","0","0","4","0"
"1998-06-04 11:50:00.0","0","0","0","0","0","0","32","0","0","15","0"
"1998-06-04 12:00:00.0","0","0","0","0","0","0","34","0","0","18","0"
"1998-06-04 12:10:00.0","0","0","0","0","0","0","24","0","0","5","0"
"1998-06-04 12:20:00.0","0","0","0","0","0","0","31","0","0","13","0"
"1998-06-04 12:30:00.0","0","0","0","0","0","0","34","0","0","18","0"
"1998-06-04 12:40:00.0","0","0","0","0","0","0","24","0","0","7","0"
"1998-06-04 12:50:00.0","0","0","0","0","0","0","35","2","2","12","0"
"1998-06-04 13:00:00.0","0","0","0","0","0","0","51","3","12","18","0"
"1998-06-04 13:10:00.0","0","0","0","0","0","29","68","1","12","10","0"
"1998-06-04 13:20:00.0","0","0","0","0","0","5","52","0","12","17","0"
"1998-06-04 13:30:00.0","0","0","0","0","0","0","48","0","12","18","0"
"1998-06-04 13:40:00.0","0","0","0","0","0","0","46","0","11","18","0"
"1998-06-04 13:50:00.0","0","0","0","0","0","0","47","0","11","18","0"
"1998-06-04 14:00:00.0","0","0","0","0","0","0","38","0","12","8","0"
"1998-06-04 14:10:00.0","0","0","0","0","0","0","42","0","11","10","0"
"1998-06-04 14:20:00.0","0","0","0","0","0","0","44","3","5","18","0"
"1998-06-04 14:30:00.0","0","0","0","18","0","0","53","3","0","16","0"
"1998-06-04 14:40:00.0","0","0","0","25","0","0","45","0","0","2","0"
"1998-06-04 14:50:00.0","0","0","0","22","0","0","56","0","0","19","0"
"1998-06-04 15:00:00.0","0","0","0","21","0","0","54","1","0","17","0"
"1998-06-04 15:10:00.0","0","0","0","21","0","0","40","0","0","8","0"
"1998-06-04 15:20:00.0","0","0","0","20","0","0","43","0","0","11","0"
"1998-06-04 15:30:00.0","0","0","0","21","0","0","49","0","0","18","0"
"1998-06-04 15:40:00.0","0","0","0","20","0","0","46","0","0","15","0"
"1998-06-04 15:50:00.0","0","0","0","20","0","0","36","0","0","2","0"
"1998-06-04 16:00:00.0","0","0","0","19","0","0","49","0","0","19","0"
"1998-06-04 16:10:00.0","0","0","0","20","0","0","47","0","0","18","0"
"1998-06-04 16:20:00.0","0","0","0","19","0","0","37","0","0","5","0"
"1998-06-04 16:30:00.0","0","0","0","20","0","0","45","0","0","13","0"
"1998-06-04 16:40:00.0","0","0","0","19","0","0","48","0","0","18","0"
"1998-06-04 16:50:00.0","0","0","0","20","0","0","42","0","0","12","0"
"1998-06-04 17:00:00.0","0","0","0","19","0","0","39","0","0","6","0"
"1998-06-04 17:10:00.0","0","0","0","19","0","0","47","0","0","19","0"
"1998-06-04 17:20:00.0","0","0","0","19","0","0","48","0","0","17","0"
"1998-06-04 17:30:00.0","0","0","0","19","0","0","33","0","0","1","0"
"1998-06-04 17:40:00.0","0","0","0","19","0","0","48","0","0","18","0"
"1998-06-04 17:50:00.0","0","0","0","19","0","0","48","0","0","18","0"
"1998-06-04 18:00:00.0","0","0","0","19","0","0","38","0","0","7","0"
"1998-06-04 18:10:00.0","0","23","0","19","0","0","65","0","0","12","0"
"1998-06-04 18:20:00.0","0","1","0","19","0","0","48","0","0","18","0"
"1998-06-04 18:30:00.0","0","0","0","19","0","0","49","2","0","18","0"
"1998-06-04 18:40:00.0","12","0","0","20","0","0","58","2","8","3","0"
"1998-06-04 18:50:00.0","378","0","0","18","0","0","440","1","12","15","0"
"1998-06-04 19:00:00.0","300","0","0","19","0","47","409","0","11","18","0"
"1998-06-04 19:10:00.0","71","0","0","19","0","11","127","2","0","15","0"
"1998-06-04 19:20:00.0","32","0","0","20","0","1","67","0","0","2","0"
"1998-06-04 19:30:00.0","16","0","0","19","0","0","63","0","0","19","0"
"1998-06-04 19:40:00.0","0","0","0","19","0","0","49","0","0","18","0"
"1998-06-04 19:50:00.0","0","0","0","20","0","0","45","0","6","3","0"
"1998-06-04 20:00:00.0","0","0","0","19","0","0","60","0","10","15","0"
"1998-06-04 20:10:00.0","0","0","0","19","0","0","62","0","11","18","0"
"1998-06-04 20:20:00.0","0","0","0","18","0","0","61","3","11","14","0"
"1998-06-04 20:30:00.0","0","0","0","19","0","0","59","10","11","4","0"
"1998-06-04 20:40:00.0","0","0","0","19","0","0","72","11","11","19","0"
"1998-06-04 20:50:00.0","0","0","0","18","0","0","72","8","11","17","0"
"1998-06-04 21:00:00.0","0","0","0","19","0","0","81","5","11","5","0"
"1998-06-04 21:10:00.0","0","0","0","18","0","0","62","5","11","14","0"
"1998-06-04 21:20:00.0","0","0","0","19","0","0","65","5","11","18","0"
"1998-06-04 21:30:00.0","0","0","0","19","0","0","53","4","11","5","0"
"1998-06-04 21:40:00.0","0","0","0","19","0","34","93","4","11","14","0"
"1998-06-04 21:50:00.0","0","0","0","19","0","0","66","4","10","19","0"
"1998-06-04 22:00:00.0","0","0","0","19","0","0","65","3","11","19","0"
"1998-06-04 22:10:00.0","0","0","0","19","0","0","68","7","10","18","0"
"1998-06-04 22:20:00.0","0","0","0","18","0","0","67","5","12","17","0"
"1998-06-04 22:30:00.0","0","0","0","19","0","0","65","4","12","18","0"
"1998-06-04 22:40:00.0","0","0","0","19","0","0","58","4","11","9","0"
"1998-06-04 22:50:00.0","0","0","0","18","0","0","58","4","11","9","0"
"1998-06-04 23:00:00.0","0","0","0","18","0","0","65","4","11","18","0"
"1998-06-04 23:10:00.0","0","0","0","18","0","0","65","4","11","18","0"
"1998-06-04 23:20:00.0","0","0","0","18","0","0","65","4","11","19","0"
"1998-06-04 23:30:00.0","0","0","0","18","0","0","65","4","11","18","0"
"1998-06-04 23:40:00.0","0","0","0","18","0","0","64","4","11","18","0"
"1998-06-04 23:50:00.0","0","0","0","18","0","0","65","5","11","18","0"
"1998-06-05 00:00:00.0","0","0","0","18","0","0","61","1","10","17","0"
"1998-06-05 00:10:00.0","0","0","0","18","0","0","49","0","11","2","0"
"1998-06-05 00:20:00.0","0","0","0","18","0","0","61","0","12","16","0"
"1998-06-05 00:30:00.0","0","0","0","17","0","0","61","0","11","18","0"
"1998-06-05 00:40:00.0","0","0","0","5","0","0","50","0","12","15","0"
"1998-06-05 00:50:00.0","0","0","0","0","0","0","34","0","11","3","0"
"1998-06-05 01:00:00.0","0","0","0","0","0","0","48","0","12","18","0"
"1998-06-05 01:10:00.0","0","0","0","0","0","0","45","0","11","18","0"
"1998-06-05 01:20:00.0","0","0","0","0","0","0","38","0","11","8","0"
"1998-06-05 01:30:00.0","0","0","0","0","0","0","30","0","0","10","0"
"1998-06-05 01:40:00.0","0","0","0","0","0","0","36","0","0","18","0"
"1998-06-05 01:50:00.0","0","0","0","0","0","0","33","0","0","15","0"
"1998-06-05 02:00:00.0","0","0","0","0","0","0","23","0","0","3","0"
"1998-06-05 02:10:00.0","0","0","0","0","0","0","36","0","0","19","0"
"1998-06-05 02:20:00.0","0","0","0","0","0","0","35","0","0","17","0"
"1998-06-05 02:30:00.0","0","0","0","0","0","0","25","0","0","5","0"
"1998-06-05 02:40:00.0","0","0","0","0","0","0","32","0","0","13","0"
"1998-06-05 02:50:00.0","0","0","0","0","0","0","36","0","0","18","0"
"1998-06-05 03:00:00.0","0","0","0","0","0","0","33","0","0","16","0"
"1998-06-05 03:10:00.0","0","0","0","0","0","0","23","0","0","2","0"
"1998-06-05 03:20:00.0","0","0","0","0","0","0","36","0","0","18","0"
"1998-06-05 03:30:00.0","0","0","0","0","0","0","38","1","0","18","0"
"1998-06-05 03:40:00.0","0","0","0","27","0","0","52","1","0","9","0"
"1998-06-05 03:50:00.0","0","0","0","23","0","0","48","0","0","8","0"
"1998-06-05 04:00:00.0","0","0","0","21","0","0","55","1","0","18","0"
"1998-06-05 04:10:00.0","0","0","0","21","0","0","50","1","0","17","0"
"1998-06-05 04:20:00.0","0","0","0","20","0","0","36","0","0","0","0"
"1998-06-05 04:30:00.0","0","0","0","20","0","0","51","0","0","19","0"
"1998-06-05 04:40:00.0","0","0","0","20","0","0","49","0","0","18","0"
"1998-06-05 04:50:00.0","0","0","0","19","0","0","39","0","0","5","0"
"1998-06-05 05:00:00.0","0","0","0","20","0","0","46","0","0","14","0"
"1998-06-05 05:10:00.0","0","0","0","19","0","0","50","0","0","18","0"
"1998-06-05 05:20:00.0","0","0","0","19","0","0","43","0","0","11","0"
"1998-06-05 05:30:00.0","0","0","0","20","0","0","40","0","0","7","0"
"1998-06-05 05:40:00.0","0","0","0","18","0","0","49","0","0","18","0"
"1998-06-05 05:50:00.0","0","0","0","19","0","0","48","0","0","17","0"
"1998-06-05 06:00:00.0","0","0","0","19","0","0","35","0","0","2","0"
"1998-06-05 06:10:00.0","0","0","0","19","0","0","49","0","0","17","0"
"1998-06-05 06:20:00.0","0","0","0","19","0","0","49","0","0","18","0"
"1998-06-05 06:30:00.0","0","0","0","19","0","0","40","0","0","8","0"
"1998-06-05 06:40:00.0","0","0","0","19","0","0","43","0","0","10","0"
"1998-06-05 06:50:00.0","0","0","0","18","0","0","49","0","0","18","0"
"1998-06-05 07:00:00.0","0","0","0","19","0","0","45","0","0","15","0"
"1998-06-05 07:10:00.0","0","0","0","19","0","0","37","0","0","3","0"
"1998-06-05 07:20:00.0","0","0","0","18","0","0","49","0","0","18","0"
"1998-06-05 07:30:00.0","0","0","0","18","0","16","71","1","7","18","0"
"1998-06-05 07:40:00.0","0","0","0","19","0","0","58","0","12","14","0"
"1998-06-05 07:50:00.0","0","0","0","19","0","0","48","0","12","2","0"
"1998-06-05 08:00:00.0","0","0","0","18","0","0","64","3","11","19","0"
"1998-06-05 08:10:00.0","0","0","0","7","0","12","66","4","12","17","0"
"1998-06-05 08:20:00.0","0","0","0","0","0","0","53","12","12","14","0"
"1998-06-05 08:30:00.0","0","0","0","0","0","0","46","14","9","3","0"
"1998-06-05 08:40:00.0","0","0","0","0","0","0","37","3","0","19","0"
"1998-06-05 08:50:00.0","0","0","0","0","0","0","34","2","0","17","0"
"1998-06-05 09:00:00.0","0","0","0","0","0","0","24","0","0","8","0"
"1998-06-05 09:10:00.0","0","0","0","0","0","0","27","0","0","10","0"
"1998-06-05 09:20:00.0","0","0","0","0","0","0","34","0","0","18","0"
"1998-06-05 09:30:00.0","0","0","0","0","0","0","34","0","0","15","0"
"1998-06-05 09:40:00.0","0","0","0","0","0","0","26","3","0","2","0"
"1998-06-05 09:50:00.0","0","0","0","0","0","16","52","1","0","19","0"
"1998-06-05 10:00:00.0","0","0","0","0","0","0","36","0","0","18","0"
"1998-06-05 10:10:00.0","0","0","0","0","0","0","25","0","0","5","0"
"1998-06-05 10:20:00.0","0","0","0","0","0","0","39","0","5","13","0"
"1998-06-05 10:30:00.0","0","0","0","0","0","0","47","0","11","18","0"
"1998-06-05 10:40:00.0","0","0","0","0","0","0","44","0","11","13","0"
"1998-06-05 10:50:00.0","0","0","0","0","0","0","36","0","11","4","0"
"1998-06-05 11:00:00.0","0","0","0","0","0","0","47","0","11","19","0"
"1998-06-05 11:10:00.0","0","0","0","0","0","0","47","0","11","18","0"
"1998-06-05 11:20:00.0","0","0","0","0","0","0","35","0","11","3","0"
"1998-06-05 11:30:00.0","0","0","0","0","0","7","51","0","11","15","0"
"1998-06-05 11:40:00.0","0","0","0","0","0","23","69","0","12","18","0"
"1998-06-05 11:50:00.0","0","0","0","0","0","0","47","0","12","19","0"
"1998-06-05 12:00:00.0","0","0","0","0","0","0","47","0","12","17","0"
"1998-06-05 12:10:00.0","0","0","0","12","0","0","58","0","12","18","0"
"1998-06-05 12:20:00.0","0","0","0","26","0","0","55","0","11","1","0"
"1998-06-05 12:30:00.0","0","0","0","22","0","0","67","0","12","17","0"
"1998-06-05 12:40:00.0","0","0","0","22","0","0","65","0","11","18","0"
"1998-06-05 12:50:00.0","0","0","0","21","0","0","63","0","12","16","0"
"1998-06-05 13:00:00.0","0","0","0","21","0","0","50","0","11","0","0"
"1998-06-05 13:10:00.0","0","0","0","20","0","0","64","0","10","19","0"
"1998-06-05 13:20:00.0","0","0","0","20","0","0","63","0","12","18","0"
"1998-06-05 13:30:00.0","0","0","0","20","0","0","62","0","11","16","0"
"1998-06-05 13:40:00.0","0","0","0","20","0","0","50","0","12","1","0"
"1998-06-05 13:50:00.0","0","0","0","20","0","0","64","0","11","19","0"
"1998-06-05 14:00:00.0","0","0","0","20","0","0","63","0","12","17","0"
"1998-06-05 14:10:00.0","0","0","0","20","0","0","63","1","11","18","0"
"1998-06-05 14:20:00.0","0","0","0","19","0","0","52","1","11","6","0"
"1998-06-05 14:30:00.0","0","0","0","20","0","0","45","0","2","12","0"
"1998-06-05 14:40:00.0","0","0","0","19","0","0","47","0","0","18","0"
"1998-06-05 14:50:00.0","0","0","0","19","0","0","47","1","0","17","0"
"1998-06-05 15:00:00.0","0","0","0","20","0","0","44","4","0","10","0"
"1998-06-05 15:10:00.0","0","0","0","19","0","0","40","1","0","8","0"
"1998-06-05 15:20:00.0","0","23","0","19","0","0","69","0","0","18","0"
"1998-06-05 15:30:00.0","0","426","0","19","0","0","474","1","0","18","0"
"1998-06-05 15:40:00.0","0","424","0","19","0","0","476","0","0","18","0"
"1998-06-05 15:50:00.0","0","20","0","19","0","0","71","0","0","17","0"
"1998-06-05 16:00:00.0","0","23","0","19","0","0","67","0","0","17","0"
"1998-06-05 16:10:00.0","0","22","0","19","0","0","67","0","0","18","0"
"1998-06-05 16:20:00.0","0","355","0","19","0","0","400","0","0","17","0"
"1998-06-05 16:30:00.0","0","313","0","18","0","0","364","0","0","17","0"
"1998-06-05 16:40:00.0","0","1","0","19","0","0","42","0","0","13","0"
"1998-06-05 16:50:00.0","0","0","0","18","0","0","34","0","0","3","0"
"1998-06-05 17:00:00.0","0","0","0","19","0","0","48","0","0","18","0"
"1998-06-05 17:10:00.0","0","0","0","19","0","0","46","0","0","18","0"
"1998-06-05 17:20:00.0","0","0","0","18","0","0","46","0","0","17","0"
"1998-06-05 17:30:00.0","0","0","0","19","0","0","46","0","0","17","0"
"1998-06-05 17:40:00.0","0","0","0","18","0","0","47","0","0","18","0"
"1998-06-05 17:50:00.0","0","0","0","19","0","0","49","0","0","17","0"
"1998-06-05 18:00:00.0","0","0","0","19","0","0","44","0","0","10","0"
"1998-06-05 18:10:00.0","0","0","0","19","0","0","40","0","0","6","0"
"1998-06-05 18:20:00.0","0","0","0","19","0","0","54","3","0","18","0"
"1998-06-05 18:30:00.0","0","0","0","20","0","0","52","2","0","18","0"
"1998-06-05 18:40:00.0","0","0","0","20","0","0","49","0","0","17","0"
"1998-06-05 18:50:00.0","0","0","0","19","0","0","53","0","3","18","0"
"1998-06-05 19:00:00.0","0","0","0","19","0","0","62","0","11","17","0"
"1998-06-05 19:10:00.0","0","0","0","19","0","0","63","2","11","17","0"
"1998-06-05 19:20:00.0","0","0","0","18","0","0","62","0","12","17","0"
"1998-06-05 19:30:00.0","0","0","0","19","0","0","41","3","1","4","0"
"1998-06-05 19:40:00.0","0","0","0","19","0","0","50","3","0","13","0"
"1998-06-05 19:50:00.0","0","0","0","19","0","0","55","3","0","20","0"
"1998-06-05 20:00:00.0","0","0","0","19","0","0","51","3","0","19","0"
"1998-06-05 20:10:00.0","0","0","0","19","0","0","55","2","5","19","0"
"1998-06-05 20:20:00.0","0","0","0","18","0","0","59","0","11","18","0"
"1998-06-05 20:30:00.0","0","0","0","19","0","0","60","0","10","19","0"
"1998-06-05 20:40:00.0","0","0","0","18","0","0","68","4","11","18","0"
"1998-06-05 20:50:00.0","0","0","0","19","0","0","64","3","12","18","0"
"1998-06-05 21:00:00.0","0","0","0","18","0","0","63","3","11","18","0"
"1998-06-05 21:10:00.0","0","0","0","19","0","0","63","3","11","18","0"
"1998-06-05 21:20:00.0","0","0","0","18","0","0","68","11","10","18","0"
"1998-06-05 21:30:00.0","0","0","0","18","0","0","72","14","10","18","0"
"1998-06-05 21:40:00.0","0","0","0","19","0","0","66","6","11","17","0"
"1998-06-05 21:50:00.0","0","0","0","18","0","0","63","5","10","18","0"
"1998-06-05 22:00:00.0","0","0","0","18","0","42","103","5","11","18","0"
"1998-06-05 22:10:00.0","0","0","0","18","0","0","67","7","11","18","0"
"1998-06-05 22:20:00.0","0","0","0","18","0","0","66","7","11","18","0"
"1998-06-05 22:30:00.0","0","0","0","18","0","16","78","5","11","18","0"
"1998-06-05 22:40:00.0","0","0","0","18","0","0","62","3","12","17","0"
"1998-06-05 22:50:00.0","0","0","0","18","0","0","62","4","11","18","0"
"1998-06-05 23:00:00.0","0","0","0","18","0","0","62","4","11","17","0"
"1998-06-05 23:10:00.0","0","0","0","18","0","0","62","4","12","18","0"
"1998-06-05 23:20:00.0","0","0","0","18","0","0","62","4","11","18","0"
"1998-06-05 23:30:00.0","0","0","0","18","0","0","61","3","11","17","0"
"1998-06-05 23:40:00.0","0","0","0","17","0","0","63","5","11","18","0"
"1998-06-05 23:50:00.0","0","0","0","18","0","0","59","0","10","17","0"
"1998-06-06 00:00:00.0","0","0","0","18","0","0","58","0","11","18","0"
"1998-06-06 00:10:00.0","0","0","0","18","0","0","59","1","11","17","0"
"1998-06-06 00:20:00.0","0","0","0","18","0","0","59","0","11","17","0"
"1998-06-06 00:30:00.0","0","0","0","13","0","0","54","0","11","18","0"
"1998-06-06 00:40:00.0","0","0","0","0","0","0","44","0","10","17","0"
"1998-06-06 00:50:00.0","0","0","0","0","0","0","37","0","12","8","0"
"1998-06-06 01:00:00.0","0","0","0","0","0","0","38","0","11","8","0"
"1998-06-06 01:10:00.0","0","0","0","0","0","0","45","0","11","18","0"
"1998-06-06 01:20:00.0","0","0","0","0","0","0","46","0","11","17","0"
"1998-06-06 01:30:00.0","0","0","0","0","0","0","46","0","11","18","0"
"1998-06-06 01:40:00.0","0","0","0","0","0","0","36","0","12","6","0"
"1998-06-06 01:50:00.0","0","0","0","0","0","0","43","3","10","11","0"
"1998-06-06 02:00:00.0","0","0","0","0","0","0","46","1","12","18","0"
"1998-06-06 02:10:00.0","0","0","0","0","0","0","46","0","11","17","0"
"1998-06-06 02:20:00.0","0","0","0","0","0","0","45","0","11","18","0"
"1998-06-06 02:30:00.0","0","0","0","0","0","0","38","0","11","10","0"
"1998-06-06 02:40:00.0","0","0","0","0","0","0","38","0","12","7","0"
"1998-06-06 02:50:00.0","0","0","0","0","0","0","45","0","11","18","0"
"1998-06-06 03:00:00.0","0","0","0","0","0","0","38","0","4","17","0"
"1998-06-06 03:10:00.0","0","0","0","0","0","0","35","0","0","18","0"
"1998-06-06 03:20:00.0","0","0","0","0","0","0","34","0","0","17","0"
"1998-06-06 03:30:00.0","0","0","0","0","0","0","20","0","0","0","0"
"1998-06-06 03:40:00.0","0","0","0","7","0","0","44","0","0","17","0"
"1998-06-06 03:50:00.0","0","0","0","26","0","0","57","1","0","18","0"
"1998-06-06 04:00:00.0","0","0","0","22","0","0","54","0","0","17","0"
"1998-06-06 04:10:00.0","0","0","0","22","0","0","46","0","0","9","0"
"1998-06-06 04:20:00.0","0","0","0","21","0","0","46","0","0","8","0"
"1998-06-06 04:30:00.0","0","0","0","21","0","0","52","0","0","18","0"
"1998-06-06 04:40:00.0","0","0","0","20","0","0","52","0","0","18","0"
"1998-06-06 04:50:00.0","0","0","0","20","0","0","51","0","0","17","0"
"1998-06-06 05:00:00.0","0","0","0","20","0","0","37","0","0","0","0"
"1998-06-06 05:10:00.0","0","0","0","20","0","0","52","0","0","18","0"
"1998-06-06 05:20:00.0","0","0","0","20","0","0","52","0","0","18","0"
"1998-06-06 05:30:00.0","0","0","0","20","0","0","51","0","0","17","0"
"1998-06-06 05:40:00.0","0","0","0","19","0","0","41","0","0","6","0"
"1998-06-06 05:50:00.0","0","0","0","20","0","0","47","0","0","12","0"
"1998-06-06 06:00:00.0","0","0","0","19","0","0","52","0","0","18","0"
"1998-06-06 06:10:00.0","0","0","0","20","0","0","50","0","0","18","0"
"1998-06-06 06:20:00.0","0","0","0","19","0","0","45","0","0","10","0"
"1998-06-06 06:30:00.0","0","0","0","19","0","0","42","0","0","7","0"
"1998-06-06 06:40:00.0","0","0","0","19","0","0","49","0","0","18","0"
"1998-06-06 06:50:00.0","0","0","0","19","0","0","50","0","0","18","0"
"1998-06-06 07:00:00.0","0","0","0","19","0","0","42","0","0","9","0"
"1998-06-06 07:10:00.0","0","0","0","19","0","0","43","0","0","9","0"
"1998-06-06 07:20:00.0","0","0","0","18","0","0","50","0","0","18","0"
"1998-06-06 07:30:00.0","0","0","0","19","0","0","51","2","0","17","0"
"1998-06-06 07:40:00.0","0","0","0","19","0","20","70","3","0","16","0"
"1998-06-06 07:50:00.0","0","0","0","19","0","47","80","0","0","1","0"
"1998-06-06 08:00:00.0","0","0","0","19","0","0","148","5","4","19","0"
"1998-06-06 08:10:00.0","0","0","0","18","0","0","83","11","12","18","0"
"1998-06-06 08:20:00.0","0","0","0","19","0","0","80","8","11","17","0"
"1998-06-06 08:30:00.0","0","0","0","19","0","0","57","1","13","5","0"
"1998-06-06 08:40:00.0","0","0","0","18","0","0","61","2","11","13","0"
"1998-06-06 08:50:00.0","0","0","0","19","0","0","63","2","12","18","0"
"1998-06-06 09:00:00.0","0","0","0","18","0","0","64","3","12","17","0"
"1998-06-06 09:10:00.0","0","0","0","19","0","0","53","3","11","5","0"
"1998-06-06 09:20:00.0","0","0","0","18","0","0","58","2","11","13","0"
"1998-06-06 09:30:00.0","0","0","0","19","0","0","61","0","12","18","0"
"1998-06-06 09:40:00.0","0","0","0","18","0","0","54","0","6","18","0"
"1998-06-06 09:50:00.0","0","15","0","18","0","0","57","0","0","10","0"
"1998-06-06 10:00:00.0","0","7","0","18","0","0","52","0","0","12","0"
"1998-06-06 10:10:00.0","0","0","0","18","0","0","50","0","0","18","0"
"1998-06-06 10:20:00.0","0","0","0","18","0","0","52","3","0","18","0"
"1998-06-06 10:30:00.0","0","0","0","18","0","0","69","3","0","17","0"
"1998-06-06 10:40:00.0","0","0","0","18","0","0","49","0","0","18","0"
"1998-06-06 10:50:00.0","0","0","0","19","0","0","46","0","0","15","0"
"1998-06-06 11:00:00.0","0","0","0","18","0","0","36","0","0","1","0"
"1998-06-06 11:10:00.0","0","0","0","17","0","0","49","0","0","19","0"
"1998-06-06 11:20:00.0","0","0","0","18","0","0","48","0","0","18","0"
"1998-06-06 11:30:00.0","0","0","0","18","0","0","48","0","0","17","0"
"1998-06-06 11:40:00.0","0","0","0","18","0","0","38","0","0","6","0"
"1998-06-06 11:50:00.0","0","0","0","18","0","0","45","0","0","12","0"
"1998-06-06 12:00:00.0","0","0","0","18","0","0","48","0","0","18","0"
"1998-06-06 12:10:00.0","0","0","0","18","0","0","48","0","0","17","0"
"1998-06-06 12:20:00.0","0","0","0","18","0","0","44","0","0","14","0"
"1998-06-06 12:30:00.0","0","0","0","18","0","0","38","0","0","4","0"
"1998-06-06 12:40:00.0","0","0","0","18","0","0","49","0","0","18","0"
"1998-06-06 12:50:00.0","0","0","0","18","0","0","48","0","0","18","0"
"1998-06-06 13:00:00.0","0","0","0","17","0","0","50","1","0","17","0"
"1998-06-06 13:10:00.0","0","0","0","18","0","0","71","0","0","3","0"
"1998-06-06 13:20:00.0","0","0","0","18","0","27","111","2","0","15","0"
"1998-06-06 13:30:00.0","0","0","0","19","0","1","63","3","0","18","0"
"1998-06-06 13:40:00.0","0","0","0","18","0","0","52","3","0","18","0"
"1998-06-06 13:50:00.0","0","0","0","19","0","0","45","3","0","10","0"
"1998-06-06 14:00:00.0","0","0","0","18","0","2","54","3","0","19","0"
"1998-06-06 14:10:00.0","0","0","0","18","0","5","59","3","0","19","0"
"1998-06-06 14:20:00.0","0","0","0","18","0","0","52","4","0","18","0"
"1998-06-06 14:30:00.0","0","64","0","18","0","0","112","2","0","17","0"
"1998-06-06 14:40:00.0","0","366","0","18","0","0","419","0","0","18","0"
"1998-06-06 14:50:00.0","0","23","0","18","0","0","72","2","0","18","0"
"1998-06-06 15:00:00.0","0","366","0","18","0","9","422","0","0","17","0"
"1998-06-06 15:10:00.0","0","53","0","17","0","5","96","0","0","4","0"
"1998-06-06 15:20:00.0","0","0","0","18","0","2","48","0","0","14","0"
"1998-06-06 15:30:00.0","0","0","0","3","0","0","37","0","0","17","0"
"1998-06-06 15:40:00.0","0","0","0","0","0","15","56","0","10","18","0"
"1998-06-06 15:50:00.0","0","0","0","0","0","1","38","0","11","14","0"
"1998-06-06 16:00:00.0","0","0","0","0","0","0","34","0","12","3","0"
"1998-06-06 16:10:00.0","0","0","0","0","0","0","53","0","12","19","0"
"1998-06-06 16:20:00.0","0","0","0","0","0","0","54","2","11","18","0"
"1998-06-06 16:30:00.0","0","0","0","0","0","0","51","0","12","17","0"
