"Time","Dish washer (12 place setting, 2,3kW)","Electric Cooker (hot plate+oven) ()","Fridge (Kitchen, 310l)","Microwave oven ()","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","TV (67cm)","TV (51cm)","Washing machine (5kg, 2,15kW)"
"1998-09-30 16:00:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-09-30 16:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-09-30 16:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-09-30 16:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-09-30 16:40:00.0","0","0","22","0","0","0","30","0","0","0","0"
"1998-09-30 16:50:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-09-30 17:00:00.0","0","0","15","0","0","0","24","0","0","0","0"
"1998-09-30 17:10:00.0","0","0","10","0","0","0","21","2","0","0","0"
"1998-09-30 17:20:00.0","0","0","6","0","0","0","18","0","0","0","0"
"1998-09-30 17:30:00.0","0","0","7","0","0","0","33","3","12","0","0"
"1998-09-30 17:40:00.0","0","0","11","0","0","0","43","9","13","0","0"
"1998-09-30 17:50:00.0","0","0","10","0","0","0","41","11","11","0","0"
"1998-09-30 18:00:00.0","0","0","7","0","0","0","42","12","12","0","0"
"1998-09-30 18:10:00.0","0","0","7","0","0","0","47","18","13","0","0"
"1998-09-30 18:20:00.0","0","0","10","0","0","0","103","52","12","0","0"
"1998-09-30 18:30:00.0","0","246","10","0","0","0","410","41","12","0","60"
"1998-09-30 18:40:00.0","0","325","7","0","0","0","779","39","12","0","353"
"1998-09-30 18:50:00.0","0","220","7","0","0","0","437","39","12","0","131"
"1998-09-30 19:00:00.0","0","0","8","0","0","0","81","32","12","0","21"
"1998-09-30 19:10:00.0","0","0","10","0","0","0","104","31","12","0","39"
"1998-09-30 19:20:00.0","0","0","11","0","0","0","101","32","13","0","38"
"1998-09-30 19:30:00.0","0","0","8","0","0","0","112","54","12","2","22"
"1998-09-30 19:40:00.0","0","0","7","0","0","0","141","32","13","8","71"
"1998-09-30 19:50:00.0","0","0","7","0","0","0","70","32","13","7","0"
"1998-09-30 20:00:00.0","2","0","7","0","0","0","117","42","12","8","33"
"1998-09-30 20:10:00.0","53","0","7","0","0","0","184","46","13","8","46"
"1998-09-30 20:20:00.0","395","0","8","0","0","0","499","51","14","8","0"
"1998-09-30 20:30:00.0","391","0","9","0","0","0","478","34","12","8","0"
"1998-09-30 20:40:00.0","367","0","8","0","0","0","452","32","13","8","0"
"1998-09-30 20:50:00.0","35","0","8","0","0","0","79","3","13","8","0"
"1998-09-30 21:00:00.0","239","0","6","0","0","0","280","0","12","8","0"
"1998-09-30 21:10:00.0","396","0","6","0","2","0","446","1","11","6","0"
"1998-09-30 21:20:00.0","327","0","6","0","6","0","375","0","12","0","0"
"1998-09-30 21:30:00.0","11","0","7","0","7","0","46","0","12","0","0"
"1998-09-30 21:40:00.0","0","0","7","0","7","0","37","2","12","0","0"
"1998-09-30 21:50:00.0","0","0","6","0","1","0","31","0","12","0","0"
"1998-09-30 22:00:00.0","0","0","6","0","0","0","27","0","11","0","0"
"1998-09-30 22:10:00.0","0","0","6","0","0","0","29","0","12","0","0"
"1998-09-30 22:20:00.0","0","0","6","0","0","0","28","0","12","0","0"
"1998-09-30 22:30:00.0","0","0","7","0","0","0","30","0","11","0","0"
"1998-09-30 22:40:00.0","0","0","6","0","0","0","27","0","11","0","0"
"1998-09-30 22:50:00.0","0","0","6","0","0","0","28","0","11","0","0"
"1998-09-30 23:00:00.0","0","0","7","0","0","0","19","0","3","0","0"
"1998-09-30 23:10:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-09-30 23:20:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-09-30 23:30:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-09-30 23:40:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-09-30 23:50:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 00:00:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 00:10:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 00:20:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 00:30:00.0","0","0","5","0","0","0","15","0","0","0","0"
"1998-10-01 00:40:00.0","0","0","4","0","0","0","15","0","0","0","0"
"1998-10-01 00:50:00.0","0","0","4","0","0","0","15","0","0","0","0"
"1998-10-01 01:00:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-10-01 01:10:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 01:20:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 01:30:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 01:40:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 01:50:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 02:00:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 02:10:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 02:20:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-10-01 02:30:00.0","0","0","3","0","0","0","14","0","0","0","0"
"1998-10-01 02:40:00.0","0","0","3","0","0","0","13","0","0","0","0"
"1998-10-01 02:50:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 03:00:00.0","0","0","7","0","0","0","16","0","0","0","0"
"1998-10-01 03:10:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 03:20:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 03:30:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 03:40:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 03:50:00.0","0","0","2","0","0","0","13","0","0","0","0"
"1998-10-01 04:00:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-10-01 04:10:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 04:20:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 04:30:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 04:40:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 04:50:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-10-01 05:00:00.0","0","0","1","0","0","0","12","0","0","0","0"
"1998-10-01 05:10:00.0","0","0","5","0","0","0","15","0","0","0","0"
"1998-10-01 05:20:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 05:30:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 05:40:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 05:50:00.0","0","0","6","0","0","0","19","0","0","0","2"
"1998-10-01 06:00:00.0","0","0","5","0","0","0","26","2","0","0","10"
"1998-10-01 06:10:00.0","0","0","3","0","0","0","28","3","0","0","10"
"1998-10-01 06:20:00.0","0","0","5","0","0","0","26","1","0","0","10"
"1998-10-01 06:30:00.0","0","0","6","0","0","0","26","1","0","0","10"
"1998-10-01 06:40:00.0","0","0","7","0","0","0","33","7","0","0","9"
"1998-10-01 06:50:00.0","0","0","6","0","0","0","31","5","0","0","10"
"1998-10-01 07:00:00.0","0","0","6","0","0","0","30","13","0","0","1"
"1998-10-01 07:10:00.0","0","0","3","0","0","0","35","21","0","0","0"
"1998-10-01 07:20:00.0","0","0","7","0","0","0","53","32","0","0","4"
"1998-10-01 07:30:00.0","0","0","3","0","0","0","363","14","5","0","325"
"1998-10-01 07:40:00.0","0","0","6","0","0","0","412","35","13","0","344"
"1998-10-01 07:50:00.0","0","0","6","0","0","0","108","34","12","0","43"
"1998-10-01 08:00:00.0","0","0","6","0","0","0","76","31","12","0","15"
"1998-10-01 08:10:00.0","0","0","7","0","0","0","168","12","10","0","34"
"1998-10-01 08:20:00.0","0","0","6","0","0","0","54","1","0","0","36"
"1998-10-01 08:30:00.0","0","0","6","0","0","0","57","7","0","0","34"
"1998-10-01 08:40:00.0","0","0","4","0","0","0","95","7","0","0","74"
"1998-10-01 08:50:00.0","0","0","3","0","0","0","75","9","0","0","52"
"1998-10-01 09:00:00.0","0","0","6","0","0","0","30","12","0","0","0"
"1998-10-01 09:10:00.0","0","0","6","0","0","0","39","12","9","0","0"
"1998-10-01 09:20:00.0","0","0","6","0","0","0","32","2","13","0","0"
"1998-10-01 09:30:00.0","0","0","6","0","0","0","30","0","14","0","0"
"1998-10-01 09:40:00.0","0","0","7","0","0","0","24","0","8","0","0"
"1998-10-01 09:50:00.0","0","0","1","0","0","0","12","0","0","0","0"
"1998-10-01 10:00:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-10-01 10:10:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 10:20:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 10:30:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 10:40:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-01 10:50:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-10-01 11:00:00.0","0","231","5","0","0","0","247","0","0","0","0"
"1998-10-01 11:10:00.0","0","316","6","0","0","0","335","0","0","0","0"
"1998-10-01 11:20:00.0","0","317","6","0","0","0","336","0","0","0","0"
"1998-10-01 11:30:00.0","0","99","6","0","0","0","116","0","0","0","0"
"1998-10-01 11:40:00.0","0","0","6","0","0","0","17","2","0","0","0"
"1998-10-01 11:50:00.0","0","0","0","0","0","0","12","1","0","0","0"
"1998-10-01 12:00:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-01 12:10:00.0","0","0","7","0","0","0","41","10","13","0","0"
"1998-10-01 12:20:00.0","0","0","7","0","0","0","30","11","1","0","0"
"1998-10-01 12:30:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-01 12:40:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-01 12:50:00.0","0","0","7","0","0","0","22","0","4","0","0"
"1998-10-01 13:00:00.0","0","0","7","0","0","0","24","0","6","0","0"
"1998-10-01 13:10:00.0","0","0","8","0","0","0","18","0","0","0","0"
"1998-10-01 13:20:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-01 13:30:00.0","0","0","7","0","0","0","21","0","3","0","0"
"1998-10-01 13:40:00.0","0","0","7","0","0","0","29","0","12","0","0"
"1998-10-01 13:50:00.0","0","0","7","0","0","0","48","0","12","0","0"
"1998-10-01 14:00:00.0","0","0","7","0","0","0","138","0","11","0","0"
"1998-10-01 14:10:00.0","0","0","6","0","0","0","232","0","11","0","0"
"1998-10-01 14:20:00.0","0","0","3","0","0","0","122","0","11","0","0"
"1998-10-01 14:30:00.0","0","0","4","0","0","0","65","0","11","0","0"
"1998-10-01 14:40:00.0","0","0","7","0","0","0","109","1","12","0","0"
"1998-10-01 14:50:00.0","0","0","6","0","0","0","208","0","11","0","0"
"1998-10-01 15:00:00.0","0","0","7","0","0","0","95","0","11","0","0"
"1998-10-01 15:10:00.0","0","0","7","0","0","0","28","0","11","0","0"
"1998-10-01 15:20:00.0","0","0","6","0","0","0","27","0","11","0","0"
"1998-10-01 15:30:00.0","0","0","2","0","0","0","25","0","12","0","0"
"1998-10-01 15:40:00.0","0","0","5","0","0","0","26","0","12","0","0"
"1998-10-01 15:50:00.0","0","0","6","0","0","0","28","0","11","0","0"
"1998-10-01 16:00:00.0","0","0","7","0","0","0","29","0","12","0","0"
"1998-10-01 16:10:00.0","0","0","8","0","0","0","19","0","1","0","0"
"1998-10-01 16:20:00.0","0","0","7","0","0","0","16","0","0","0","0"
"1998-10-01 16:30:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 16:40:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-01 16:50:00.0","0","0","3","0","0","0","13","0","0","0","0"
"1998-10-01 17:00:00.0","0","0","4","0","0","0","14","0","0","0","0"
"1998-10-01 17:10:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 17:20:00.0","0","0","7","0","0","0","16","0","0","0","0"
"1998-10-01 17:30:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-01 17:40:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-01 17:50:00.0","0","0","2","0","0","0","13","0","0","0","0"
"1998-10-01 18:00:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-10-01 18:10:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-01 18:20:00.0","0","0","7","0","0","4","61","27","9","0","0"
"1998-10-01 18:30:00.0","0","0","10","0","0","6","70","32","12","0","0"
"1998-10-01 18:40:00.0","0","0","9","0","0","7","46","7","11","0","0"
"1998-10-01 18:50:00.0","0","0","8","0","0","6","49","10","12","0","0"
"1998-10-01 19:00:00.0","0","0","8","0","0","7","72","31","12","0","1"
"1998-10-01 19:10:00.0","0","0","7","0","0","2","64","32","12","0","0"
"1998-10-01 19:20:00.0","0","0","7","0","0","0","62","32","11","0","0"
"1998-10-01 19:30:00.0","0","0","3","0","0","0","59","32","13","0","0"
"1998-10-01 19:40:00.0","0","0","6","0","0","0","60","32","12","0","0"
"1998-10-01 19:50:00.0","21","0","9","0","0","5","103","42","13","0","0"
"1998-10-01 20:00:00.0","213","0","7","0","0","4","293","37","12","5","0"
"1998-10-01 20:10:00.0","399","0","7","0","0","7","485","32","14","8","0"
"1998-10-01 20:20:00.0","397","0","7","0","0","7","485","33","14","7","0"
"1998-10-01 20:30:00.0","234","0","8","0","0","0","329","52","12","5","0"
"1998-10-01 20:40:00.0","30","0","8","0","0","0","108","48","13","0","0"
"1998-10-01 20:50:00.0","376","0","4","0","0","0","423","14","11","0","0"
"1998-10-01 21:00:00.0","396","0","4","0","5","0","438","2","11","0","0"
"1998-10-01 21:10:00.0","204","0","7","0","7","0","248","1","12","0","0"
"1998-10-01 21:20:00.0","3","0","7","0","6","0","37","0","11","0","0"
"1998-10-01 21:30:00.0","0","0","7","0","6","0","35","0","11","0","0"
"1998-10-01 21:40:00.0","0","0","8","0","0","0","31","1","11","0","1"
"1998-10-01 21:50:00.0","0","0","6","0","0","0","27","0","11","0","0"
"1998-10-01 22:00:00.0","0","0","1","0","0","0","24","0","12","0","0"
"1998-10-01 22:10:00.0","0","0","7","0","0","0","27","0","11","0","0"
"1998-10-01 22:20:00.0","0","0","7","0","0","0","28","0","10","0","0"
"1998-10-01 22:30:00.0","0","0","7","0","0","0","30","0","13","0","0"
"1998-10-01 22:40:00.0","0","0","8","0","0","0","31","0","12","0","0"
"1998-10-01 22:50:00.0","0","0","2","0","0","0","25","0","11","0","0"
"1998-10-01 23:00:00.0","0","0","5","0","0","0","26","0","12","0","0"
"1998-10-01 23:10:00.0","0","0","7","0","0","0","28","0","11","0","0"
"1998-10-01 23:20:00.0","0","0","7","0","0","0","30","0","12","0","0"
"1998-10-01 23:30:00.0","0","0","7","0","0","0","29","0","12","0","0"
"1998-10-01 23:40:00.0","0","0","2","0","0","0","24","0","11","0","0"
"1998-10-01 23:50:00.0","0","0","5","0","0","0","25","0","11","0","0"
"1998-10-02 00:00:00.0","0","0","7","0","0","0","29","0","10","0","0"
"1998-10-02 00:10:00.0","0","0","7","0","0","0","21","0","4","0","0"
"1998-10-02 00:20:00.0","0","0","3","0","0","0","15","0","0","0","0"
"1998-10-02 00:30:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-10-02 00:40:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 00:50:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-02 01:00:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-10-02 01:10:00.0","0","0","3","0","0","0","14","0","0","0","0"
"1998-10-02 01:20:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 01:30:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 01:40:00.0","0","0","1","0","0","0","12","0","0","0","0"
"1998-10-02 01:50:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-10-02 02:00:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 02:10:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 02:20:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-10-02 02:30:00.0","0","0","7","0","0","0","18","0","0","0","0"
"1998-10-02 02:40:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 02:50:00.0","0","0","2","0","0","0","13","0","0","0","0"
"1998-10-02 03:00:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-10-02 03:10:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 03:20:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-02 03:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-10-02 03:40:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 03:50:00.0","0","0","7","0","0","0","18","0","0","0","0"
"1998-10-02 04:00:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-10-02 04:10:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 04:20:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 04:30:00.0","0","0","4","0","0","0","14","0","0","0","0"
"1998-10-02 04:40:00.0","0","0","3","0","0","0","13","0","0","0","0"
"1998-10-02 04:50:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 05:00:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-10-02 05:10:00.0","0","0","1","0","0","0","11","0","0","0","0"
"1998-10-02 05:20:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 05:30:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 05:40:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-10-02 05:50:00.0","0","0","7","0","0","0","18","0","0","0","0"
"1998-10-02 06:00:00.0","0","0","8","0","0","0","120","2","0","0","10"
"1998-10-02 06:10:00.0","0","0","0","0","0","0","40","6","0","0","10"
"1998-10-02 06:20:00.0","0","0","7","0","0","0","44","6","0","0","9"
"1998-10-02 06:30:00.0","0","0","7","0","0","0","27","0","0","0","10"
"1998-10-02 06:40:00.0","0","0","4","0","0","0","29","4","0","0","10"
"1998-10-02 06:50:00.0","0","0","3","0","0","0","26","4","0","0","10"
"1998-10-02 07:00:00.0","0","0","8","0","0","0","38","13","0","0","8"
"1998-10-02 07:10:00.0","0","0","6","0","0","0","24","8","0","0","0"
"1998-10-02 07:20:00.0","0","0","2","0","0","0","23","4","0","0","5"
"1998-10-02 07:30:00.0","0","0","7","0","0","0","36","9","0","0","10"
"1998-10-02 07:40:00.0","0","0","7","0","0","0","64","31","8","0","6"
"1998-10-02 07:50:00.0","0","0","6","0","0","0","89","60","12","0","0"
"1998-10-02 08:00:00.0","0","0","2","0","0","0","89","64","13","0","0"
"1998-10-02 08:10:00.0","0","0","7","0","0","0","42","20","3","0","0"
"1998-10-02 08:20:00.0","0","0","8","0","0","0","19","0","0","0","0"
"1998-10-02 08:30:00.0","0","0","2","0","0","0","15","0","0","0","0"
"1998-10-02 08:40:00.0","0","0","6","0","0","0","17","0","0","0","0"
"1998-10-02 08:50:00.0","0","0","8","0","0","0","21","0","0","0","0"
"1998-10-02 09:00:00.0","0","243","10","0","0","0","266","0","0","0","0"
"1998-10-02 09:10:00.0","0","319","12","0","0","0","342","0","0","0","0"
"1998-10-02 09:20:00.0","0","317","8","0","0","0","338","0","0","0","0"
"1998-10-02 09:30:00.0","0","318","0","0","0","0","332","0","0","0","0"
"1998-10-02 09:40:00.0","0","225","9","0","0","0","244","0","0","0","0"
"1998-10-02 09:50:00.0","0","213","8","0","0","0","234","0","0","0","0"
"1998-10-02 10:00:00.0","0","108","6","0","0","0","126","0","0","0","0"
"1998-10-02 10:10:00.0","0","81","2","0","0","0","94","0","0","0","0"
"1998-10-02 10:20:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-02 10:30:00.0","0","0","8","0","0","0","20","0","0","0","0"
"1998-10-02 10:40:00.0","0","0","0","0","0","0","11","0","0","0","0"
"1998-10-02 10:50:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-02 11:00:00.0","0","0","8","0","0","0","19","0","0","0","0"
"1998-10-02 11:10:00.0","0","0","7","0","0","0","16","0","0","0","0"
"1998-10-02 11:20:00.0","0","0","2","0","0","0","12","0","0","0","0"
"1998-10-02 11:30:00.0","0","0","8","0","0","0","18","0","0","0","0"
"1998-10-02 11:40:00.0","0","0","9","0","0","0","21","0","2","0","0"
"1998-10-02 11:50:00.0","0","0","0","0","0","0","24","0","12","0","0"
"1998-10-02 12:00:00.0","0","0","8","0","0","0","27","0","8","0","0"
"1998-10-02 12:10:00.0","0","0","10","0","0","0","23","3","0","0","0"
"1998-10-02 12:20:00.0","0","0","8","0","0","0","17","0","0","0","0"
"1998-10-02 12:30:00.0","0","0","3","0","0","0","13","0","0","0","0"
"1998-10-02 12:40:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-02 12:50:00.0","0","0","10","0","0","0","23","0","2","0","0"
"1998-10-02 13:00:00.0","0","0","10","0","0","0","36","10","6","0","0"
"1998-10-02 13:10:00.0","0","0","9","0","0","0","23","4","0","0","0"
"1998-10-02 13:20:00.0","0","0","1","0","0","0","11","0","0","0","0"
"1998-10-02 13:30:00.0","0","0","9","0","0","0","22","0","2","0","0"
"1998-10-02 13:40:00.0","0","0","9","0","0","0","31","0","13","0","0"
"1998-10-02 13:50:00.0","0","0","6","0","0","0","27","0","11","0","0"
"1998-10-02 14:00:00.0","0","0","3","0","0","0","24","0","11","0","0"
"1998-10-02 14:10:00.0","0","0","9","0","0","0","30","0","11","0","0"
"1998-10-02 14:20:00.0","0","0","8","0","0","0","29","0","11","0","0"
"1998-10-02 14:30:00.0","0","0","0","0","0","0","22","0","11","0","0"
"1998-10-02 14:40:00.0","0","0","9","0","0","0","30","0","12","0","0"
"1998-10-02 14:50:00.0","0","0","9","0","0","0","30","0","11","0","0"
"1998-10-02 15:00:00.0","0","0","3","0","0","0","26","0","11","0","0"
"1998-10-02 15:10:00.0","0","0","6","0","0","0","18","1","3","0","0"
"1998-10-02 15:20:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-02 15:30:00.0","0","0","8","0","0","0","19","0","0","0","0"
"1998-10-02 15:40:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-10-02 15:50:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-10-02 16:00:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-02 16:10:00.0","0","0","1","0","0","0","11","0","0","0","0"
"1998-10-02 16:20:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-10-02 16:30:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-02 16:40:00.0","0","0","3","0","0","0","13","0","0","0","0"
"1998-10-02 16:50:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-10-02 17:00:00.0","0","0","8","0","0","0","18","0","0","0","0"
"1998-10-02 17:10:00.0","0","0","4","0","0","0","14","0","0","0","0"
"1998-10-02 17:20:00.0","0","0","5","0","0","0","28","2","11","0","0"
"1998-10-02 17:30:00.0","0","0","8","0","0","0","36","7","10","0","0"
"1998-10-02 17:40:00.0","0","0","4","0","0","0","21","0","1","0","0"
"1998-10-02 17:50:00.0","0","0","5","0","0","5","32","0","0","8","0"
"1998-10-02 18:00:00.0","0","0","9","0","0","6","36","0","0","9","0"
"1998-10-02 18:10:00.0","0","0","3","0","0","7","31","0","0","7","0"
"1998-10-02 18:20:00.0","0","0","5","0","0","7","31","0","0","8","0"
"1998-10-02 18:30:00.0","0","192","9","0","0","5","259","19","10","8","0"
"1998-10-02 18:40:00.0","0","335","3","0","0","7","410","29","12","8","0"
"1998-10-02 18:50:00.0","0","333","6","0","0","6","406","27","12","8","0"
"1998-10-02 19:00:00.0","0","7","8","0","0","7","86","33","11","7","0"
"1998-10-02 19:10:00.0","0","0","3","0","0","7","89","50","11","8","0"
"1998-10-02 19:20:00.0","0","0","6","0","0","3","86","50","11","4","0"
"1998-10-02 19:30:00.0","0","0","10","0","0","0","68","37","11","0","0"
"1998-10-02 19:40:00.0","0","0","6","0","0","0","61","31","13","0","0"
"1998-10-02 19:50:00.0","0","0","3","0","0","0","59","34","12","0","0"
"1998-10-02 20:00:00.0","0","0","9","0","0","0","72","39","13","0","0"
"1998-10-02 20:10:00.0","0","0","10","0","0","0","310","52","14","0","222"
"1998-10-02 20:20:00.0","6","0","8","0","0","0","412","51","13","0","315"
"1998-10-02 20:30:00.0","87","0","3","0","0","0","197","64","13","0","21"
"1998-10-02 20:40:00.0","391","0","10","0","0","0","509","60","13","0","15"
"1998-10-02 20:50:00.0","389","0","10","0","0","0","490","17","11","1","41"
"1998-10-02 21:00:00.0","370","0","5","0","0","0","449","0","11","8","31"
"1998-10-02 21:10:00.0","36","0","4","0","0","0","130","1","11","8","62"
"1998-10-02 21:20:00.0","233","0","9","0","0","0","310","0","11","8","35"
"1998-10-02 21:30:00.0","390","0","8","0","0","0","514","0","12","8","75"
"1998-10-02 21:40:00.0","348","0","2","0","0","0","390","0","11","7","0"
"1998-10-02 21:50:00.0","14","0","9","0","0","0","54","0","11","8","0"
"1998-10-02 22:00:00.0","0","0","10","0","0","0","47","0","11","9","5"
"1998-10-02 22:10:00.0","0","0","0","0","0","0","38","5","11","1","8"
"1998-10-02 22:20:00.0","0","0","10","0","0","0","32","0","12","0","0"
"1998-10-02 22:30:00.0","0","0","9","0","0","0","34","0","13","0","1"
"1998-10-02 22:40:00.0","0","0","0","0","0","0","23","0","11","0","0"
"1998-10-02 22:50:00.0","0","0","9","0","0","0","30","0","12","0","0"
"1998-10-02 23:00:00.0","0","0","8","0","0","0","31","0","12","0","0"
"1998-10-02 23:10:00.0","0","0","5","0","0","0","29","0","13","0","0"
"1998-10-02 23:20:00.0","0","0","5","0","0","0","30","0","12","0","0"
"1998-10-02 23:30:00.0","0","0","9","0","0","0","33","0","13","0","0"
"1998-10-02 23:40:00.0","0","0","2","0","0","0","17","0","1","0","0"
"1998-10-02 23:50:00.0","0","0","7","0","0","0","18","0","0","0","0"
"1998-10-03 00:00:00.0","0","0","8","0","0","0","20","0","0","0","0"
"1998-10-03 00:10:00.0","0","0","0","0","0","0","13","0","0","0","0"
"1998-10-03 00:20:00.0","0","0","9","0","0","0","20","0","0","0","0"
"1998-10-03 00:30:00.0","0","0","8","0","0","0","21","0","0","0","0"
"1998-10-03 00:40:00.0","0","0","0","0","0","0","12","0","0","0","0"
"1998-10-03 00:50:00.0","0","0","9","0","0","0","21","0","0","0","0"
"1998-10-03 01:00:00.0","0","0","8","0","0","0","19","0","0","0","0"
"1998-10-03 01:10:00.0","0","0","1","0","0","0","13","0","0","0","0"
"1998-10-03 01:20:00.0","0","0","8","0","0","0","21","0","0","0","0"
"1998-10-03 01:30:00.0","0","0","1","0","0","0","12","0","0","0","0"
"1998-10-03 01:40:00.0","0","0","8","0","0","0","19","0","0","0","0"
"1998-10-03 01:50:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-03 02:00:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-10-03 02:10:00.0","0","0","8","0","0","0","19","0","0","0","0"
"1998-10-03 02:20:00.0","0","0","5","0","0","0","15","0","0","0","0"
"1998-10-03 02:30:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-10-03 02:40:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-10-03 02:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-10-03 03:00:00.0","0","0","8","0","0","0","19","0","0","0","0"
